BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2459424.273662,0.99363,0.00255,1.5359,-0.24,0.35,3.84,47952
2459424.274368,0.99229,0.00258,1.5308,-0.02,0.18,4.13,39607
2459424.275085,0.99131,0.00261,1.5256,0.16,-0.05,4.35,36150
2459424.275803,0.99552,0.00262,1.5205,-0.03,0.15,4.14,34961
2459424.276509,0.99343,0.00266,1.5155,0.15,0.77,4.25,38008
2459424.277228,0.99178,0.00265,1.5104,-0.61,0.24,3.63,42982
2459424.277934,0.99344,0.00265,1.5055,0.43,0.08,3.77,50199
2459424.278651,0.99180,0.00264,1.5005,-0.09,1.05,3.62,49465
2459424.279357,0.98750,0.00264,1.4957,0.27,0.07,3.43,50890
2459424.280075,0.99452,0.00268,1.4908,0.53,0.81,3.78,41424
2459424.280781,0.99149,0.00266,1.4861,-0.43,0.34,3.72,41735
2459424.281499,0.99466,0.00262,1.4813,0.67,0.24,3.84,42593
2459424.282205,0.99062,0.00260,1.4766,0.12,0.29,3.70,43436
2459424.282922,0.99420,0.00258,1.4719,-0.16,0.26,3.68,45869
2459424.283640,0.99358,0.00264,1.4672,-0.17,0.35,3.71,46975
2459424.284346,1.00249,0.00270,1.4627,0.70,0.88,4.01,38166
2459424.285063,0.99475,0.00270,1.4581,0.09,0.32,3.78,41404
2459424.285769,0.99246,0.00269,1.4536,0.49,-0.05,4.07,46014
2459424.286487,0.99542,0.00265,1.4491,-0.07,-0.15,3.70,44870
2459424.287193,0.99778,0.00264,1.4447,0.64,0.41,3.73,42077
2459424.287911,0.99787,0.00265,1.4403,-0.05,1.03,3.79,46572
2459424.288617,0.99261,0.00268,1.4359,-0.09,1.05,3.46,55731
2459424.289334,0.99739,0.00267,1.4316,0.21,0.26,3.92,43167
2459424.290040,0.99514,0.00261,1.4273,-0.01,0.81,3.63,46509
2459424.290758,1.00152,0.00259,1.4231,-0.04,0.70,3.32,52606
2459424.291476,1.00059,0.00262,1.4188,0.46,0.85,3.71,45011
2459424.292182,0.99877,0.00257,1.4147,0.24,0.47,3.82,45695
2459424.292900,1.00221,0.00258,1.4105,0.48,0.70,3.93,40917
2459424.293606,1.00299,0.00256,1.4064,-0.17,0.70,3.86,45618
2459424.294324,1.00345,0.00253,1.4023,0.56,0.73,3.73,47826
2459424.295030,1.00405,0.00253,1.3983,-0.01,0.97,3.72,55559
2459424.295747,1.00933,0.00254,1.3943,0.93,0.18,3.90,51412
2459424.296453,1.00400,0.00253,1.3903,0.51,1.01,3.95,48675
2459424.297171,1.00602,0.00255,1.3864,0.16,0.44,3.58,51370
2459424.297877,0.99936,0.00256,1.3825,1.05,0.46,3.82,49369
2459424.298594,1.00441,0.00258,1.3786,0.63,0.36,3.67,49654
2459424.299312,1.00570,0.00262,1.3747,0.58,0.47,3.96,44261
2459424.300018,1.00596,0.00264,1.3710,0.42,1.44,3.50,54763
2459424.300736,1.00923,0.00268,1.3672,-0.42,0.84,3.64,50897
2459424.301442,1.00075,0.00269,1.3635,0.10,-0.05,3.75,47876
2459424.302159,1.00345,0.00271,1.3597,1.14,0.74,3.90,52281
2459424.302865,0.99961,0.00276,1.3561,-0.11,0.58,3.88,47506
2459424.303583,0.99836,0.00280,1.3524,0.61,0.48,3.70,45394
2459424.304289,1.00005,0.00288,1.3488,0.42,1.10,4.06,43343
2459424.305006,1.00261,0.00295,1.3452,0.08,1.07,3.75,53520
2459424.305713,0.99957,0.00307,1.3417,0.17,0.79,3.92,50721
2459424.306431,0.99947,0.00316,1.3381,0.71,1.08,3.91,49893
2459424.307149,0.99438,0.00329,1.3346,0.95,0.56,3.48,57212
2459424.308572,0.98680,0.00360,1.3277,0.70,1.14,3.57,55397
