# Wavelength[nm]	g'	r'	Asahi i	z_s
600.5	0.003235798	98.73355865	-2.25E-06	0.000459718
600	0.003835864	98.75213623	0.000104909	0.000671342
599.5	0.004688333	98.83155823	4.81E-05	0.000944543
599	0.005759145	98.88664246	0.000130814	0.0011333
598.5	0.006814373	98.84780121	7.48E-05	0.001175088
598	0.007893763	98.74595642	-1.28E-05	0.001004165
597.5	0.008665433	98.64297485	0.000213932	0.000741439
597	0.008951694	98.34889221	0.000143003	0.000448851
596.5	0.008770916	98.24430847	-1.46E-05	0.000240101
596	0.008320162	98.14011383	0.000110471	0.00012692
595.5	0.007716777	98.14398956	0.000101595	8.43E-05
595	0.007254496	98.2103653	0.000134475	9.34E-05
594.5	0.006944624	98.42215729	0.000148474	5.68E-05
594	0.006835317	98.5861969	-8.19E-05	5.42E-05
593.5	0.006840813	98.90274048	-9.07E-05	3.57E-05
593	0.006709581	99.0019989	8.91E-05	2.53E-05
592.5	0.006484121	99.06906891	-5.74E-05	4.27E-05
592	0.005971841	99.07621002	0.000130852	1.88E-05
591.5	0.005254335	99.01216888	-5.23E-05	5.37E-05
591	0.004401807	98.87294769	-2.00E-06	3.45E-05
590.5	0.003706805	98.8841629	-8.32E-08	5.67E-05
590	0.002989308	98.91942596	-8.93E-06	6.15E-05
589.5	0.002491722	98.98873901	6.27E-05	5.14E-05
589	0.002141938	99.05240631	0.000154279	9.50E-05
588.5	0.001883706	99.14966583	0.000205247	0.000116757
588	0.001783328	99.10658264	4.32E-05	0.000119183
587.5	0.001730525	99.09233093	-0.000108059	0.000154197
587	0.001690083	99.03593445	0.000113875	0.000140845
586.5	0.001773575	99.03913116	7.97E-05	0.000184528
586	0.001809403	98.97869873	0.000283481	0.000182873
585.5	0.001845182	98.97674561	7.85E-06	0.000203154
585	0.001901171	99.0842514	6.61E-05	0.000251582
584.5	0.001850638	99.10770416	4.21E-05	0.000293248
584	0.001792666	99.07432556	5.51E-05	0.000349392
583.5	0.001698771	98.97974396	0.000165784	0.000531242
583	0.00159908	98.88989258	0.000398883	0.00076117
582.5	0.001422721	98.65908051	-1.06E-05	0.001082977
582	0.001376992	98.44882202	0.000173916	0.001522432
581.5	0.001314342	98.34069061	0.000157278	0.002015074
581	0.00130188	98.36854553	0.00019998	0.002424573
580.5	0.001340859	98.50243378	0.000113981	0.002824676
580	0.001370306	98.64067078	8.03E-05	0.003089576
579.5	0.0015313	98.83691406	0.000132143	0.003347975
579	0.001697811	99.04982758	0.000137918	0.003587086
578.5	0.001961763	99.25489807	0.000308853	0.003944016
578	0.002283064	99.21247864	3.03E-05	0.004339665
577.5	0.002633383	99.06602478	-0.000134467	0.004748491
577	0.003081296	98.94696045	0.000468321	0.00521629
576.5	0.003453845	98.84326935	-1.53E-05	0.005541831
576	0.003765214	98.79170227	7.56E-05	0.005821168
575.5	0.003919411	98.72849274	0.000118299	0.006071885
575	0.003955379	98.59397125	0.00035188	0.006132502
574.5	0.003854237	98.46405792	-3.74E-05	0.006009791
574	0.003680935	98.46631622	0.000264453	0.005768599
573.5	0.003358111	98.52433014	-4.87E-05	0.005293918
573	0.003009515	98.51886749	0.000549842	0.004690477
572.5	0.002670321	98.55685425	-6.03E-05	0.004106604
572	0.00232305	98.48291016	1.61E-05	0.003688843
571.5	0.002045583	98.25233459	-8.86E-05	0.003463257
571	0.001782739	97.83532715	-5.23E-05	0.00346416
570.5	0.00155927	97.25765228	0.000121273	0.003724569
570	0.001377033	96.82794189	-0.000143938	0.004104398
569.5	0.001298501	96.9043045	0.000195327	0.004491471
569	0.001208441	97.07008362	6.86E-05	0.004628857
568.5	0.00118006	97.44893646	-0.000115968	0.004483292
568	0.001191816	97.84443665	0.000223327	0.003900703
567.5	0.001182679	98.25772095	-5.55E-05	0.003279872
567	0.001219281	98.23826599	1.35E-05	0.002598832
566.5	0.001342073	97.8330307	0.00032655	0.002177804
566	0.001436485	96.63765717	0.000381102	0.001981715
565.5	0.001591119	94.07671356	0.00022435	0.002114783
565	0.001712395	88.76961517	9.49E-05	0.002304775
564.5	0.001905935	79.40528107	3.45E-05	0.002500549
564	0.00212462	65.17021942	4.45E-05	0.002545932
563.5	0.002292365	48.06127167	6.86E-05	0.002321953
563	0.002490917	30.66007233	0.000242137	0.001945967
562.5	0.002687248	16.85913086	0.000168459	0.001392034
562	0.002928974	7.674960136	-4.81E-05	0.000978295
561.5	0.003163091	2.825781107	-8.49E-05	0.000613905
561	0.003427247	0.962409496	-4.01E-06	0.000421141
560.5	0.003799967	0.336833149	0.000307295	0.000304254
560	0.004330258	0.132586718	9.06E-05	0.000250483
559.5	0.005081967	0.057713419	5.79E-05	0.000263966
559	0.006248908	0.027197646	5.33E-05	0.000296499
558.5	0.007835168	0.013968902	0.000147784	0.000345237
558	0.010239139	0.007816216	1.44E-05	0.000411414
557.5	0.014291173	0.004710494	6.42E-05	0.000621269
557	0.020843918	0.003000449	-0.000121816	0.001103118
556.5	0.032442495	0.002066551	6.04E-05	0.002009952
556	0.053783506	0.00156142	0.00011443	0.003394965
555.5	0.094183721	0.001245629	0.000164383	0.005019359
555	0.178757712	0.001043301	0.000122802	0.006439528
554.5	0.366983324	0.000924786	-6.65E-05	0.007336258
554	0.835108638	0.000875721	0.000311396	0.007364516
553.5	1.990403414	0.000900434	6.97E-05	0.006847954
553	4.660058975	0.001007311	4.94E-06	0.006132093
552.5	10.06549263	0.001242193	0.000417833	0.005645421
552	18.64272308	0.001512393	2.99E-05	0.00532425
551.5	31.59847641	0.001730774	0.000108736	0.005034463
551	47.22642899	0.001857864	1.68E-05	0.004770701
550.5	62.81823349	0.001719868	-4.87E-05	0.004355196
550	76.15869904	0.001400122	0.000155574	0.003934243
549.5	85.39704895	0.00102978	0.000382517	0.003481974
549	90.60102081	0.000700817	-0.000253177	0.00310048
548.5	92.7465744	0.000427235	-9.97E-05	0.002741165
548	93.57484436	0.000301587	-5.71E-05	0.002441257
547.5	93.99731445	0.000239452	-5.56E-05	0.002173918
547	94.52172852	0.000181885	6.59E-05	0.00196141
546.5	94.96984863	0.000184131	0.000258968	0.001777318
546	94.86917877	0.000181275	-2.75E-05	0.001626809
545.5	94.4826889	0.00016831	2.15E-05	0.001592379
545	94.03181458	0.000179497	7.50E-05	0.001543477
544.5	93.58172607	0.000164783	7.44E-05	0.001595189
544	93.88783264	0.000173359	0.000102279	0.001744716
543.5	94.85958099	0.000200449	8.37E-05	0.00208779
543	95.91012573	0.000255055	0.000233028	0.002434063
542.5	96.9339447	0.000318047	0.000244865	0.002909612
542	97.79227448	0.000464914	-1.97E-05	0.00333692
541.5	97.95817566	0.000675118	1.54E-05	0.003597519
541	97.90743256	0.000935585	0.00014999	0.003626968
540.5	97.76112366	0.001130672	7.03E-05	0.003361809
540	97.71276093	0.001197393	-9.62E-05	0.002928582
539.5	97.81427002	0.001129916	0.000138994	0.002333848
539	98.09142303	0.000902637	3.35E-05	0.001801305
538.5	98.3919754	0.000708205	-3.77E-05	0.001465492
538	98.59281921	0.000514173	0.000213442	0.001237031
537.5	98.72119141	0.000461262	7.19E-05	0.001247139
537	98.82621002	0.000416872	0.000167004	0.001548519
536.5	98.83428192	0.000437291	0.000264358	0.002156929
536	98.73156738	0.000465991	0.00022952	0.002923846
535.5	98.56293488	0.000561397	0.000105106	0.003578599
535	98.55310059	0.000727787	0.000241961	0.003811141
534.5	98.34644318	0.001115409	0.00030254	0.0034259
534	98.32605743	0.0020163	0.000320402	0.002650784
533.5	98.37654877	0.003897025	0.000190429	0.001815764
533	98.47466278	0.006756146	2.40E-05	0.001100096
532.5	98.64490509	0.010180332	4.29E-05	0.000689757
532	98.74515533	0.013275393	0.000176872	0.00055078
531.5	98.75326538	0.015212297	9.63E-05	0.000551972
531	98.51470947	0.015319729	0.000254571	0.000668766
530.5	98.30750275	0.014092386	0.000140392	0.000900944
530	97.98305511	0.012077462	0.00021903	0.001120102
529.5	97.74771118	0.010035831	0.000135151	0.001225083
529	97.75660706	0.008037911	0.000244447	0.001200815
528.5	97.97761536	0.006199293	1.76E-05	0.001021743
528	98.23698425	0.004531835	0.000197844	0.000763571
527.5	98.55171204	0.003206268	0.000215141	0.000502084
527	98.67227936	0.002377767	-2.47E-05	0.000311459
526.5	98.66429138	0.001899944	-2.35E-05	0.000212075
526	98.44487	0.001769989	5.09E-05	0.00014657
525.5	98.10863495	0.002005307	0.000169785	0.000162078
525	97.87742615	0.002503308	9.04E-05	0.000120952
524.5	97.80856323	0.003176008	0.000249867	0.000141623
524	97.96564484	0.0036961	0.000171731	0.000178685
523.5	98.15270996	0.003830455	0.000167111	0.000286144
523	98.37804413	0.003461773	8.63E-05	0.00069079
522.5	98.52046967	0.002716091	0.000134331	0.001419561
522	98.59654999	0.001931245	1.37E-05	0.002295537
521.5	98.56730652	0.00126127	0.000184723	0.003069544
521	98.45387268	0.000882915	0.000173183	0.003326448
520.5	98.36611176	0.000699974	0.000201252	0.002806261
520	98.46460724	0.000655222	6.49E-05	0.002038883
519.5	98.53084564	0.000678161	-5.80E-06	0.001214637
519	98.72096252	0.000766475	0.000103627	0.000564554
518.5	98.80455017	0.000930578	-0.000104429	0.000282379
518	98.91320801	0.0012342	0.00012412	0.000202246
517.5	99.1309433	0.001686474	0.000176907	0.000130506
517	99.15208435	0.002320029	0.000229342	0.000156245
516.5	99.1259613	0.003065013	5.63E-05	0.000144924
516	99.27135468	0.003758374	8.16E-05	0.000116509
515.5	99.20323181	0.00424123	0.000286531	0.000108555
515	99.10140991	0.004418421	0.000310903	0.000151974
514.5	99.12944794	0.004179456	0.000271559	0.000273792
514	99.0776825	0.003634803	8.70E-05	0.000392772
513.5	99.04306793	0.002911625	0.00015817	0.000537975
513	99.06822205	0.002301051	0.000195826	0.000644902
512.5	99.10233307	0.001712058	0.000281042	0.00063905
512	99.08627319	0.001297842	5.98E-05	0.00056934
511.5	99.13209534	0.001029626	0.000420304	0.000542105
511	99.11173248	0.000841798	0.000402238	0.000540683
510.5	99.1568985	0.000745435	0.000262998	0.000617413
510	99.02451324	0.000688288	0.000265448	0.000661397
509.5	99.00795746	0.00067043	0.000197114	0.000627863
509	98.95571899	0.00069228	0.000329865	0.000476631
508.5	98.94998932	0.000821099	0.000186449	0.000303557
508	98.96974182	0.001009181	0.000225352	0.000143486
507.5	99.012146	0.001280773	0.000174059	7.09E-05
507	98.97800446	0.001516321	0.000180015	2.15E-05
506.5	98.82675171	0.001698373	0.000208734	9.19E-06
506	98.80189514	0.00169303	-7.02E-05	1.36E-05
505.5	98.65388489	0.001588214	-2.96E-05	-2.23E-06
505	98.7414856	0.001438267	0.000296995	4.50E-06
504.5	98.6472702	0.0012843	0.000108593	1.23E-05
504	98.79652405	0.001253226	9.34E-05	-4.23E-06
503.5	98.65148926	0.001393554	-0.000175576	3.01E-05
503	98.80285645	0.001623914	0.000124518	1.64E-05
502.5	98.87240601	0.002038116	0.000130767	1.06E-05
502	98.80149078	0.002636035	6.10E-05	4.28E-06
501.5	98.42475891	0.003226973	4.07E-05	2.64E-05
501	98.56503296	0.003721369	0.00011614	6.24E-05
500.5	98.59672546	0.003865866	-5.27E-05	0.000102551
500	98.50228882	0.003698947	-9.30E-05	0.000158777
499.5	98.49957275	0.003203334	4.47E-05	0.000247448
499	98.65821838	0.002461002	0.0001935	0.000361291
498.5	98.71456909	0.001747748	0.0001744	0.00046197
498	98.67514038	0.001213157	0.00019852	0.000524845
497.5	98.72569275	0.000868337	-0.000140401	0.000551739
497	98.69741058	0.000696434	-0.000210727	0.000552794
496.5	98.60016632	0.000613936	0.000231959	0.000500976
496	98.63282776	0.000628014	-3.05E-06	0.000515631
495.5	98.63108063	0.000622289	5.30E-05	0.000531875
495	98.5408783	0.000595756	0.000131681	0.000583643
494.5	98.57608795	0.000533489	0.000205083	0.000658696
494	98.64070892	0.000476684	0.00016639	0.000750473
493.5	98.52773285	0.000384536	7.77E-05	0.000783424
493	98.68599701	0.000373032	-1.07E-05	0.000775136
492.5	98.80400085	0.000345207	6.06E-05	0.000711221
492	98.6403656	0.000479219	4.73E-05	0.00059921
491.5	98.83843994	0.000653878	0.000156346	0.000442611
491	98.84353638	0.000828086	0.000177361	0.000328371
490.5	98.8339386	0.000945757	8.34E-05	0.000237572
490	98.88337708	0.000888329	-9.46E-05	0.000202722
489.5	98.9640274	0.00071031	0.000167263	0.000280057
489	99.04211426	0.000510296	0.000283204	0.000394383
488.5	99.06760406	0.000302834	0.000231162	0.000504131
488	99.21977234	0.000224455	0.000392804	0.000537226
487.5	99.20404816	0.000207666	0.000192332	0.000509679
487	99.27074432	0.000175684	0.000219037	0.000364626
486.5	99.25424957	0.000192978	-3.85E-05	0.000229676
486	99.21337128	0.000227752	8.68E-05	9.39E-05
485.5	99.20456696	0.000251849	0.000477264	4.77E-05
485	99.02871704	0.000305474	0.000565532	3.65E-05
484.5	99.01909637	0.000340402	0.000640175	6.15E-05
484	99.07791901	0.000366074	0.000248074	0.000156997
483.5	98.91455841	0.00031093	-1.87E-05	0.000233584
483	98.88519287	0.000251752	0.000589717	0.000315016
482.5	98.87709045	0.000205124	0.000322992	0.000341955
482	98.81574249	0.000152607	0.00033684	0.000279044
481.5	98.80993652	0.000186819	0.00031378	0.000247578
481	98.81781006	0.00017347	8.94E-05	0.000149289
480.5	98.87915039	0.000181143	0.000126183	6.43E-05
480	98.81088257	0.000185037	5.73E-05	3.02E-05
479.5	98.90036774	0.000207186	-8.84E-05	2.16E-05
479	98.89176941	0.000376289	6.42E-05	2.91E-06
478.5	98.75710297	0.000527632	-5.02E-05	5.41E-05
478	99.07134247	0.000694443	0.000169809	5.27E-05
477.5	98.89824677	0.00078732	-2.30E-05	6.52E-05
477	98.91229248	0.000723168	-6.75E-05	0.000109669
476.5	98.96617889	0.000556641	4.84E-05	0.000116626
476	98.8809433	0.000379909	0.000119826	0.000155224
475.5	98.94901276	0.000266107	0.000153415	0.000292479
475	98.98989105	0.0002471	0.000350692	0.00054308
474.5	99.06280518	0.00027004	-0.000137105	0.000816291
474	99.01783752	0.000325356	-0.000106498	0.001161798
473.5	99.06347656	0.000355732	-3.82E-06	0.001323033
473	98.99707031	0.000391448	-2.88E-05	0.001382575
472.5	98.94335175	0.000379933	7.74E-05	0.001262588
472	99.07459259	0.000329654	9.94E-05	0.001099241
471.5	98.97509003	0.000301106	-1.56E-05	0.001013992
471	99.11772919	0.000249513	0.000184064	0.000973597
470.5	99.14997864	0.000231371	0.000254423	0.000963485
470	99.14334106	0.00023726	0.000320704	0.000945115
469.5	98.96936035	0.000234033	0.000365502	0.000771164
469	98.99671173	0.000251379	0.000546631	0.000560888
468.5	98.95620728	0.000286682	0.000755092	0.000417127
468	98.8926239	0.000249135	0.000935763	0.000231913
467.5	98.82840729	0.000253786	0.000751257	0.000153932
467	98.82654572	0.00021878	0.000393948	9.17E-05
466.5	98.78016663	0.000226715	0.000325127	0.000158648
466	98.67003632	0.000210239	6.65E-05	0.000327639
465.5	98.61358643	0.000259007	0.000313516	0.000593362
465	98.6778183	0.000290045	-5.57E-05	0.000806572
464.5	98.5514679	0.000324298	5.79E-05	0.000928781
464	98.72998047	0.000360136	-2.15E-05	0.000740722
463.5	98.74227905	0.000327089	2.85E-05	0.000502795
463	98.794487	0.000281248	8.13E-06	0.000262717
462.5	98.76126862	0.000229487	0.000190069	7.22E-05
462	98.70874786	0.000177681	0.000204187	3.82E-05
461.5	98.64488983	0.000182697	-9.94E-05	1.78E-05
461	98.53364563	0.000161216	6.58E-05	-3.95E-06
460.5	98.66702271	0.000159764	1.80E-05	-1.04E-06
460	98.70147705	0.000174683	1.62E-05	4.08E-05
459.5	98.76701355	0.000157116	0.000430288	7.93E-05
459	98.88359833	0.000203531	0.000349447	0.000199728
458.5	98.84027863	0.000181128	0.000174286	0.000340956
458	98.80792999	0.000220064	0.000252588	0.000558353
457.5	98.8983078	0.000221859	-0.000168268	0.000793002
457	98.90718842	0.000182823	-3.24E-05	0.001299011
456.5	99.04090881	0.000192818	-5.76E-08	0.002422802
456	99.01576233	0.000193665	0.000193752	0.003737055
455.5	99.02314758	0.000197671	-0.000147785	0.00496118
455	98.91248322	0.000194825	-0.000147747	0.005472204
454.5	99.03011322	0.000212534	5.03E-05	0.004949814
454	99.08493042	0.000201164	2.17E-05	0.003615169
453.5	99.04906464	0.000160392	-1.80E-05	0.002104737
453	99.16915894	0.000178761	0.0002037	0.000915932
452.5	99.10783386	0.000183995	8.05E-05	0.000267801
452	99.06877136	0.000183465	0.000160017	8.59E-05
451.5	99.04132843	0.000191454	0.000222408	6.74E-05
451	98.87132263	0.000204109	4.49E-05	4.95E-05
450.5	98.93647766	0.00022291	0.000169806	6.83E-05
450	98.8026123	0.000209832	5.63E-05	0.000103444
449.5	98.72225189	0.000218319	0.000330866	0.000331984
449	98.79637146	0.000224211	0.000267575	0.000603159
448.5	98.84622192	0.00019176	-5.18E-05	0.000890062
448	98.9161377	0.000177055	-4.82E-05	0.001076872
447.5	98.94369507	0.000196167	0.00019766	0.000940599
447	98.8913269	0.000189804	5.64E-05	0.000697672
446.5	98.87870789	0.000201215	0.000136062	0.000443876
446	98.80143738	0.000215743	0.0003016	0.000225911
445.5	98.78633118	0.000199302	0.000272635	0.00016521
445	98.80545807	0.00022641	0.000214901	0.000179564
444.5	98.70288086	0.000190027	4.08E-05	0.000235841
444	98.68875122	0.000271634	0.000331252	0.000293383
443.5	98.64627075	0.000299787	0.000583031	0.00030602
443	98.60155487	0.000363534	0.001158415	0.000340845
442.5	98.65026093	0.00043394	0.000783424	0.000351713
442	98.66468811	0.000447208	0.00089056	0.00029308
441.5	98.62353516	0.000393878	0.000691487	0.000181567
441	98.72039795	0.000339133	0.000497969	0.000125126
440.5	98.74441528	0.00031506	0.000323234	0.000133691
440	98.76966095	0.000320155	0.000224132	0.000128893
439.5	98.80754089	0.000384241	0.000209266	0.000144716
439	98.76428223	0.000377502	0.000176111	0.000201811
438.5	98.78198242	0.000397158	-6.29E-05	0.000271486
438	98.61956787	0.000342418	-3.12E-05	0.000389578
437.5	98.63523865	0.000298937	1.95E-05	0.000536164
437	98.62915039	0.000327265	-2.74E-05	0.000700288
436.5	98.66283417	0.000688997	0.000159093	0.000848468
436	98.42940521	0.001138324	0.00023493	0.00072306
435.5	98.63354492	0.001726567	0.000110864	0.000635174
435	98.41547394	0.002087844	4.81E-05	0.000418668
434.5	98.69651031	0.002019122	0.000130579	0.000303651
434	98.66338348	0.001601744	7.25E-05	0.000385857
433.5	98.80264282	0.001387352	0.000196654	0.000528777
433	98.7815094	0.001147847	0.000231593	0.000653154
432.5	98.63424683	0.00112422	0.000514593	0.00071463
432	98.76244354	0.00118276	0.000315107	0.000665714
431.5	98.63238525	0.001065004	0.000205275	0.00065438
431	98.55312347	0.000797206	0.000632785	0.000558341
430.5	98.49651337	0.000591261	0.000357461	0.000586084
430	98.43614197	0.00036584	0.00024346	0.000509234
429.5	98.50301361	0.00031281	0.000345654	0.000408525
429	98.59601593	0.000397837	0.000279684	0.000349655
428.5	98.70159149	0.000402949	0.000116699	0.000354563
428	98.70298767	0.000402305	0.000126106	0.0004544
427.5	98.7868576	0.000427327	0.00012355	0.000682122
427	98.83568573	0.000404547	0.000410045	0.000851942
426.5	98.71055603	0.0003629	-6.87E-06	0.000799023
426	98.82553864	0.000300426	4.69E-06	0.000676297
425.5	98.84920502	0.000273863	4.33E-05	0.000485021
425	98.79045105	0.000235272	-5.04E-05	0.000406005
424.5	98.78633118	0.000311031	0.000104635	0.000393799
424	98.80151367	0.000362308	-5.32E-05	0.000471874
423.5	98.79255676	0.00035835	3.87E-05	0.000510292
423	98.85696411	0.00036468	0.000342449	0.000536155
422.5	98.7816391	0.000300443	-9.83E-06	0.0004237
422	98.79664612	0.00027964	-4.63E-05	0.000230942
421.5	98.83879852	0.000238876	-0.000123718	0.000131791
421	98.85451508	0.000258025	0.000214241	7.19E-05
420.5	98.82015228	0.000268001	0.000240463	0.000204165
420	98.77938843	0.000290634	9.62E-05	0.000425388
419.5	98.77696991	0.000314853	0.000102737	0.000660383
419	98.73386383	0.000284825	0.000353928	0.00084452
418.5	98.81932831	0.000274427	-0.000201967	0.000826403
418	98.85391235	0.000249239	0.000199541	0.000903663
417.5	98.7347641	0.000270069	0.000175047	0.000996816
417	98.68831635	0.000271402	0.00035515	0.001095157
416.5	98.5006485	0.000330954	0.000148835	0.001197169
416	98.35732269	0.000340452	0.000138023	0.000976417
415.5	98.25765228	0.000328715	1.54E-05	0.00068537
415	98.22689056	0.000303253	0.000128106	0.000368933
414.5	98.29029846	0.000302644	-0.000154094	0.00014554
414	98.25057983	0.000307631	-8.84E-07	8.83E-05
413.5	98.18108368	0.000243868	0.000163515	8.57E-05
413	98.20317841	0.000249449	3.58E-05	0.0001061
412.5	98.19821167	0.000227522	0.00019571	8.82E-05
412	98.21609497	0.000265946	0.000109268	0.000144728
411.5	98.41233826	0.00029637	0.000287076	0.00014346
411	98.48925781	0.000273536	0.000194742	5.37E-05
410.5	98.5083847	0.000295608	-6.53E-06	5.23E-05
410	98.56893158	0.000286587	5.86E-05	3.27E-05
409.5	98.44252014	0.000315897	5.89E-06	2.27E-05
409	98.28014374	0.000246659	4.75E-05	-2.54E-05
408.5	98.0745163	0.000295619	0.000227232	3.44E-05
408	97.77915192	0.000275151	0.00056665	2.27E-06
407.5	97.6526413	0.000296739	0.000117698	4.41E-05
407	97.56892395	0.000279309	-0.000139277	2.99E-05
406.5	97.36641693	0.000250342	0.000173778	4.66E-05
406	97.22652435	0.000278091	0.000180626	6.48E-05
405.5	97.04804993	0.00031766	-0.000148134	2.30E-05
405	95.88300323	0.000297066	-3.98E-05	1.53E-05
404.5	92.0260849	0.000295689	-2.72E-06	3.41E-05
404	84.28420258	0.000294487	0.000473047	-1.60E-05
403.5	72.69434357	0.00033971	0.000125608	1.22E-05
403	57.763134	0.000326267	-0.000143211	6.28E-05
402.5	42.01857758	0.00030985	-1.91E-05	8.56E-05
402	28.24215889	0.000317288	9.52E-05	9.64E-05
401.5	17.06245041	0.000327986	3.99E-05	0.000102977
401	9.561915398	0.000319154	1.00E-05	0.000104224
400.5	5.14604044	0.000263831	0.000217738	5.43E-05
400	2.494735241	0.000329264	0.000281692	0.000117124
399.5	1.232035756	0.000302325	-0.000145179	9.13E-05
399	0.790482402	0.000282927	9.67E-06	8.81E-05
398.5	0.521705926	0.000297998	0.000394577	0.000127014
398	0.333631843	0.000315129	8.58E-05	9.39E-05
397.5	0.18474178	0.000262855	0.000149115	8.06E-05
397	0.098591708	0.000294233	9.98E-05	3.99E-05
396.5	0.0829418	0.000296487	0.000166456	2.41E-05
396	0.06337101	0.000324194	0.000151535	4.65E-05
395.5	0.042700529	0.000331121	0.000298822	6.74E-05
395	0.022786044	0.000311051	-9.24E-05	7.43E-05
394.5	0.006201472	0.000312205	8.40E-05	0.000123785
394	0.00337842	0.000322852	0.000133827	0.000207047
393.5	0.003621754	0.000319406	0.000180461	0.000211174
393	0.003642195	0.000283215	-6.51E-05	0.000189712
392.5	0.003039932	0.000320401	7.22E-05	0.000179538
392	0.002374838	0.000317026	0.000344249	0.000148245
391.5	0.001790685	0.00027407	0.000186784	0.000149618
391	0.001192074	0.000295572	-0.000112724	0.000236136
390.5	0.001068461	0.000339282	0.000175618	0.000268535
390	0.000862423	0.000323989	5.23E-05	0.000214149
389.5	0.000623838	0.000342627	-0.00015946	0.00019343
389	0.000520601	0.000278142	-6.57E-05	0.000110654
388.5	0.00056306	0.00032706	0.000278516	0.000144281
388	0.000607643	0.000344303	0.000181495	0.000159543
387.5	0.000603542	0.000372211	0.000287205	0.000168723
387	0.000634343	0.00036483	-4.02E-05	0.00015766
386.5	0.000583004	0.000394665	5.15E-05	7.11E-05
386	0.000574982	0.000490948	-8.91E-05	9.83E-05
385.5	0.000546831	0.000695716	0.000172698	8.24E-05
385	0.0005165	0.000767241	-3.40E-05	0.000112475
384.5	0.00052205	0.000876599	3.64E-05	8.95E-05
384	0.000560332	0.000838244	0.00017911	9.53E-05
383.5	0.00056911	0.000724968	0.000108688	9.22E-05
383	0.00056686	0.000588244	4.73E-05	7.34E-05
382.5	0.000535448	0.000468928	-0.000307249	-3.05E-06
382	0.000539111	0.000355066	0.000159595	1.28E-05
381.5	0.000525229	0.000359534	0.000250031	4.25E-06
381	0.000545547	0.000354882	0.000136721	4.98E-06
380.5	0.000519959	0.000332195	4.87E-05	1.40E-05
380	0.000574105	0.000378389	0.000287635	2.10E-05
379.5	0.000539822	0.000336715	0.000180944	1.33E-05
379	0.000557941	0.000357077	0.000173506	1.42E-05
378.5	0.000581084	0.000380539	8.37E-05	3.45E-06
378	0.000549973	0.00039598	8.89E-05	-3.20E-05
377.5	0.000582164	0.000467232	-0.000149699	-7.46E-06
377	0.000521804	0.000498933	-3.24E-05	3.72E-06
376.5	0.000500508	0.000489077	2.13E-05	-1.15E-05
376	0.000589788	0.000488923	-8.36E-05	1.39E-05
375.5	0.000550266	0.000460151	0.000318003	9.47E-06
375	0.00057309	0.000386374	0.000147044	-2.05E-05
374.5	0.000610045	0.000402127	0.000231748	8.65E-05
374	0.000594813	0.000410708	0.00013038	0.000102287
373.5	0.000555832	0.000341116	-0.000177016	9.32E-05
373	0.000537288	0.000335604	6.80E-05	0.000156508
372.5	0.000592079	0.00036095	5.61E-05	0.000209188
372	0.00054412	0.000352918	0.000406617	0.000165594
371.5	0.000606383	0.000361793	0.000284797	0.000100803
371	0.000550362	0.000378118	0.00043991	7.84E-05
370.5	0.000579679	0.000361363	0.000376384	8.82E-05
370	0.000553052	0.000420876	0.000444137	7.03E-05
369.5	0.000531865	0.000362598	6.56E-05	-1.23E-05
369	0.000542093	0.000407736	0.000397831	-1.01E-05
368.5	0.000567366	0.000422356	0.000300526	3.07E-05
368	0.000632076	0.000429651	0.00033132	-1.79E-06
367.5	0.000651939	0.000622291	0.000609429	4.58E-05
367	0.000651568	0.000828653	0.000201428	0.000105409
366.5	0.000639414	0.000921108	0.000157327	5.03E-05
366	0.000605833	0.001082277	-0.000167449	3.98E-05
365.5	0.000562792	0.000968483	0.000149017	4.39E-05
365	0.000579148	0.000784256	0.000283075	9.93E-05
364.5	0.00066355	0.000605585	0.000195043	8.07E-05
364	0.000618932	0.000509508	0.000431404	0.000148363
363.5	0.000633797	0.00042922	0.000696331	0.000102804
363	0.000567269	0.000515115	0.000433456	7.11E-05
362.5	0.000675071	0.000643579	2.43E-05	4.80E-05
362	0.000536207	0.000690196	0.000368182	2.26E-05
361.5	0.000658272	0.000764596	0.000118674	1.72E-05
361	0.00063785	0.000687714	0.000282573	4.59E-05
360.5	0.000627706	0.000631128	0.00014145	-1.91E-06
360	0.000652054	0.00056943	-0.000126216	2.71E-05
359.5	0.000652205	0.000517172	0.000160517	-1.43E-05
359	0.000658952	0.000505585	0.00018686	1.95E-05
358.5	0.000655278	0.000670345	0.000157556	4.31E-05
358	0.00063938	0.000853962	0.000194155	5.22E-05
357.5	0.000663804	0.001002952	0.000459168	0.000146555
357	0.000633514	0.000992753	-5.77E-06	5.32E-05
356.5	0.000666914	0.000987622	-0.000147696	4.52E-05
356	0.000671231	0.000839253	0.000240205	0.000102806
355.5	0.000673858	0.000633102	0.000327711	7.03E-05
355	0.00070366	0.000620046	0.000319252	9.64E-05
354.5	0.00070403	0.000479526	6.18E-05	7.51E-05
354	0.000656506	0.000482096	-0.000212153	3.69E-05
353.5	0.000611382	0.000476599	0.000147503	1.54E-05
353	0.000679504	0.000476879	0.000137605	5.73E-05
352.5	0.000693106	0.000456481	0.000190326	5.17E-05
352	0.000766847	0.000504805	0.000595981	0.000106845
351.5	0.0007018	0.000458201	-8.16E-05	4.58E-05
351	0.000681981	0.00050859	4.79E-05	5.94E-06
