This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Fri Jan 28 03:45:42 2022
Filter Values: stellar_teff lessThan 4000; planet_radius lessThan 5; tfopwg_disposition notContains FP

"TIC ID","TOI","CTOI","Master priority","SG1A priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ACWG ESM","ACWG TSM","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","TESS mag","TESS mag error","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM RA error","PM Dec (mas/yr)","PM Dec error","Transit Epoch (BJD)","Transit Epoch error","Period (days)","Period error","Duration (hours)","Duration error","Depth (mmag)","Depth (mmag) error","Depth (ppm)","Depth (ppm) error","Planet Radius (R_Earth)","Planet Radius error","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Distance error","Stellar Teff (K)","Stellar Teff error","Stellar log(g) (cm/s2)","Stellar log(g) error","Stellar Radius (R_Sun)","Stellar Radius error","Stellar Metallicity","Stellar Metallicity error","Stellar Mass (M_Sun)","Stellar Mass error","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"237920046","873.01","","2","4","2","2","4","4","4","1.4","24.5","3","0","4","PC","PC","12.1249","0.007","1","spoc","UNKNOWN","56.736636","-63.336878","241.031","0.048","98.112","0.046","2458326.221325","0.0019394606","5.931216074567","0.000027973805","1.9993053472574","0.4849532","1.008791","0.103332","928.69969593902","95.16778","1.6553187098481","0.8644131","17.01892387795","518.02745014624","9.777699","76.9563","0.1427","3797","64","4.74005","0.340758","0.5203999876976","0.0154554","","","0.517851","0.0202854","1,2,3,4,11,28,29,30,31,34","check neighbors; low SNR","2019-07-12","2021-07-06","2021-10-29"
"220459976","285.01","","3","5","5","3","3","4","4","0.6","23.3","0","0","3","PC","PC","12.1677","0.007","1","spoc","SPOC","74.697171","-56.393814","3.592","0.031","56.433","0.032","2458361.663925","0.004797","32.332528","0.006676","3.459632","0.786024","2.636658","0.313268","2425.505189","288.4887","3.028709","1.59527","2.7564163563954","328.62905210946","7.5875335","115.801","0.2095","3891","169","4.64044","0.274298","0.615038","0.073716","","","0.622424","0.020193","2,3","possible single transit","2018-12-20","2018-12-20","2021-10-29"
"307849973","4567.02","","2","4","2","2","1","4","4","0.5","23.1","0","0","0","PC","PC","11.9212","0.007","2","spoc","SPOC","128.506585","-66.768549","63.377","0.041","-37.33","0.036","2458548.585409","0.008521351","23.542222121215","0.00032987917","3.5680356558724","0.60387236","1.41124","0.197583","1298.9560314009","181.96413","2.5622908780198","0.34091938","3.9005212986416","358.42674888719","8.639816","91.313","0.19435","3830","157","4.64404","0.0109469","0.60849797725678","0.0180226","","","0.594967","0.0202493","9,11,35,36,37,38","weak signal; possible multi; potential L1 planet","2021-10-28","2021-10-27","2021-11-02"
"441797394","4158.01","","3","4","3","3","2","4","4","2.5","22.9","0","1","1","PC","PC","12.275","0.034","1","qlp","QLP","264.300955","72.086479","","","","","2459014.706457","0.0037579","13.4156681","0.0002527","2.109","0.443","1.97784","0.004519","1820","4.16243","","","","","11","397.98","","","","","","","","","","","","14,15,16,17,18,19,21,22,23,24,25,26","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"162387333","3592.01","","3","4","3","3","2","4","4","6.7","22.8","0","0","2","PC","PC","12.231","0.207","1","qlp","QLP","332.122967","33.349296","","","","","2458756.921775","0.0063269","5.5265954","0.0012551","5.222","0.598","1.651575","0.004341","1520","3.99836","","","","","9","465.275","","","","","","","","","","","","15,16","low SNR; found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"441798995","2269.03","","1","4","1","1","2","4","4","0.9","22.3","2","2","1","PC","PC","11.9521","0.007","3","spoc","SPOC","264.147896","77.126216","5.414","0.035","21.959","0.038","2458686.446763","0.0032746652","10.403577535397","0.00017223583","1.4105874053566","0.5384729","1.01753","0.131489","936.74031838174","121.09843","1.7993538593626","1.1568428","10.441235506709","458.46662145791","7.5256042","82.1896","0.12405","3872","157","4.69525","0.00946245","0.548484","0.0161609","","","0.543889","0.0202007","14,15,16,17,18,19,20,21,22,23,24,25,26","possible multi; crowded field; SG1 should clear neighbors","2020-09-30","2020-09-29","2021-10-29"
"154940895","4572.01","","2","4","2","2","1","4","4","0.2","21.7","0","0","0","PC","PC","11.9212","0.007","1","spoc","SPOC","210.048871","88.612103","111.901","0.049","91.802","0.041","2458836.177828","0.0048922193","26.9511351142","0.00022745963","2.4708380021223","0.46705922","1.182478","0.173712","1088.5092184891","159.98175","1.8052666175791","0.26691616","5.0549408730443","382.42719633702","7.1277","61.7358","0.0897","3710","157","4.7642","0.0070109","0.46952399611473","0.0140048","","","0.467145","0.0203219","19,20,25,26,40","weak signal; potential L1 planet","2021-11-01","2021-11-01","2021-11-03"
"248250955","4552.01","","2","4","2","2","1","4","4","17.7","21.6","0","0","0","PC","PC","11.9251","0.007","1","spoc","SPOC","264.714256","-47.637046","-134.727","0.092","-472.486","0.073","2459361.882335","0.0011699441","0.3011505806372","0.000029006222","0.64048413083924","0.19197765","1.583829","0.201811","1457.6973975131","185.85797","1.280112383378","0.24046646","263.51863287857","1027.5964180442","9.10204","27.2684","0.0505","3304","100","4.96212","0.508614","0.28617799282074","0.00856701","","","0.260928","0.0201584","39","possible L1 planet","2021-10-28","2021-10-27","2021-11-02"
"181804752","736.02","","2","4","4","5","4","3","2","9.2","21","55","3","8","CP","CP","13.5571","0.008","2","spoc","SPOC","165.690484","-16.406444","-221.078","0.219","-58.999","0.138","2458543.55772","0.00073408464","0.94799505884273","0.0000144914975","0.58106983056343","0.2512231","4.651541","0.612948","4275.0633226873","564.387","1.2010730603813","0.45076677","20.519823012101","542.82913865388","9.884826","26.4927","0.0639","2940","67","5.14315","0.410207","0.17143000662327","0.00518929","","","0.14169","0.0200509","9,36","LP 791-18 b","2019-06-06","2021-12-02","2021-12-07"
"396562848","1640.01","","1","4","1","1","4","4","4","8","19.8","10","1","4","PC","CP","11.0548","0.007","1","spoc","SPOC","44.338874","76.551405","691.036","0.051","-399.685","0.052","2458792.603719","0.00037552533","1.9495213182971","0.0000068738213","0.67583682549947","0.15649712","2.37439","0.120679","2184.5045850097","111.143616","1.257161927241","0.46580008","23.372508430607","560.78460272355","19.008568","18.2276","0.011","3414","157","4.97292","0.0116277","0.260187","0.00784341","","","0.231967","0.0201494","18,19,25,26","Level one candidate","2020-01-14","2020-09-12","2021-10-29"
"36724087","732.01","","1","5","5","1","4","4","4","12","19.3","12","1","5","CP","CP","10.5848","0.007","1","spoc","SPOC","154.644903","-11.717801","-341.409","0.114","-247.87","0.105","2458543.906648","0.0007478894","0.76839038111076","0.000009604465","1.0241241543017","0.45347685","0.981942","0.100955","903.99332140946","92.97864","1.1406446955934","1.5143634","112.64090666011","830.89048174332","12.229575","21.9814","0.04025","3329","72","4.94957","0.423263","0.37413901090622","0.0111845","","","0.362023","0.0202675","9,35","LTT 3780 b / TOI-732.01","2019-06-06","2021-09-08","2021-10-29"
"359271092","741.01","","3","4","3","3","3","4","4","2.6","19.3","0","2","4","PC","PC","7.66874","0.007","1","spoc","UNKNOWN","140.399376","-60.281169","-840.114","0.056","182.09","0.062","2458544.077375","0.0017325131","7.5769753927812","0.000041426312","1.8612037462961","0.2823111","0.316079","0.035866","291.07706019194","33.03296","1.0206270518325","0.223829","13.136384710346","485.55531707696","7.6763663","10.454","0.00315","3766","95","4.75957","0.060823","0.5252760052681","0.0155831","","","0.522473","0.0202738","9,10,36","Crowded field. Possibly off-target.","2019-06-06","2021-07-06","2021-10-29"
"188589164","2013.01","","2","4","4","2","4","4","4","5.4","18.4","4","2","8","PC","PC","10.2705","0.007","1","spoc","QLP","239.577568","35.408114","-143.277","0.066","318.219","0.082","2458956.396322","0.0013538105","2.6162768723632","0.0001133327","1.1348930228289","0.39219263","1.21736","0.097742","1120.6014184486","90.019485","1.097286737427","1.1053865","19.106012795325","533.22716426739","14.412579","15.8095","0.00955","3352","157","4.8984","0.00276832","0.325635","0.00971841","","","0.306053","0.0201949","24,25","low SNR; potential L1","2020-06-19","2020-09-23","2021-10-29"
"381897917","4565.01","","1","4","1","1","1","4","4","0","17","2","0","0","PC","PC","10.3154","0.007","1","spoc","SPOC","270.107996","-48.474637","27.384","0.067","-376.379","0.056","2458676.610066","0.0021968347","692.51506457929","0.0007926829","2.6383140728816","0.43655467","1.967269","0.161016","1810.2811623608","148.29057","2.2782015432651","0.8695328","0.17845282116676","165.76796426553","12.695424","33.2345","0.0446","3614","157","4.71017","0.00909829","0.53124797344208","0.0157642","","","0.528076","0.0202764","13,39","two transits 2 years apart; period likely shorter than 692 days; potential L1 candidate","2021-10-28","2021-10-27","2021-11-02"
"382625239","2388.01","","3","5","5","3","1","4","4","1.3","15.3","1","0","0","PC","PC","8.115","0.023","1","qlp","QLP","118.388357","-63.769812","0.4","1.3","13.4","1.4","2459199.150188","0.0347919","1.3406837","0.0000739","2.106","0.486","0.04343","0.001106","40","1.01878","","","","","1000","","","","","","","","","","","","","1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31","multiple star system; no gaia information","2020-11-06","2021-01-28","2021-10-29"
"198211976","2283.01","","2","4","2","2","4","4","4","2.1","15.2","1","1","4","PC","PC","11.2076","0.007","1","spoc","SPOC","248.333273","63.524496","-56.427","0.041","109.157","0.052","2458683.724447","0.001986634","0.40185863264758","0.000013979164","1.5779752847863","0.65017956","0.12092","0.025842","111.36480108104","23.801058","0.55250719039755","2.1341093","568.7058282748","1245.4940849158","7.217795","49.7627","0.06025","3621","157","4.7197","0.00855698","0.520283","0.0152485","","","0.517739","0.0201453","14,15,16,17,18,19,20,21,22,23,24,25,26","low SNR; possible offset towards another star to the north","2020-09-30","2020-09-30","2021-10-29"
"77156829","696.03","","1","4","4","1","4","4","4","1.5","15.1","43","2","3","PC","PC","10.4276","0.007","3","spoc","SPOC","68.178987","-39.790874","239.41","0.041","-967.772","0.051","2458414.562933","0.0013630722","4.9652068552764","0.000018849563","0.93615235843292","0.77546746","0.687552","0.119726","633.05808491718","110.265656","0.85669246416633","2.6625428","10.855888198289","462.95213370933","9.041866","19.8782","0.0094","3450","111","4.89044","0.492117","0.33818998932838","0.0104196","","","0.320556","0.0204311","4,5,31,32","low SNR; near 3:1 resonance with TOI 696.02","2021-07-08","2021-07-08","2021-12-09"
"77156829","696.02","","1","4","4","1","4","4","4","2.8","14.9","43","2","3","PC","CP","10.4276","0.007","2","spoc","SPOC","68.178987","-39.790874","239.41","0.041","-967.772","0.051","2458411.067517","0.00086533575","3.6942604088346","0.000010844465","1.1278521136011","0.27371076","0.904602","0.070961","832.82259210465","65.35565","1.042840695527","0.4390688","16.10195034027","510.90407928239","13.202267","19.8782","0.0094","3450","111","4.89044","0.492117","0.33818998932838","0.0104196","","","0.320556","0.0204311","4,5,31,32","potential multi; real period is 3.69 days confirmed with SPOC Y1+Y3 multisector","2019-05-17","2021-07-28","2022-01-12"
"439867639","2445.01","","1","4","1","1","4","4","4","13","14.8","4","0","3","PC","CP","13.1292","0.008","1","spoc","SPOC","43.316155","0.052337","57.212","0.108","-24.05","0.132","2458411.217326","0.00062821974","0.3711334431738","0.000015752827","0.49181866139868","0.26556128","2.524688","0.355198","2322.6218150832","327.0959","1.4062146626384","0.8266142","204.48736023886","964.46476637247","9.401387","48.582","0.24745","3333","157","4.95786","0.0096125","0.27223300933838","0.00820015","","","0.245288","0.020165","4,31","small PC around M-dwarf","2021-01-06","2021-01-06","2022-01-19"
"161032923","1080.01","","1","4","4","1","3","4","4","2.6","13.9","12","0","1","PC","PC","12.7067","0.007","1","spoc","SPOC","276.368325","-52.214573","-270.293","0.107","-69.552","0.109","2458654.060034","0.003036","3.965347","0.000675","0.987454","0.389139","5.191638","0.669941","4770.26147","616.8477","2.034434","0.947331","","","8.048016","25.559","0.0541","3296","64","4.96636","0.407584","0.284","0.049","","","0.168986","0.0200576","13","potential L1 candidate","2019-08-16","2019-08-16","2021-10-29"
"453260209","1215.01","","4","4","4","4","3","4","4","4.6","13.9","4","0","1","PC","PC","10.42","0.008","1","spoc","UNKNOWN","146.87585","-77.296816","-131.355","0.036","-117.929","0.033","2458570.391508","0.001632","1.212615","0.000048","0.875326","0.314787","0.274293","0.036087","252.601295","33.236618","0.879419","0.99191","","","7.929949","34.6633","0.02245","3751","68","4.75718","0.346969","0.518","0.077","","","","","10,11,12","Could be high proper motion star","2019-08-26","2019-08-26","2021-10-29"
"452866790","488.01","","1","5","5","1","4","4","4","6.6","13.9","18","3","7","CP","CP","11.1972","0.007","1","spoc","SPOC","120.593607","3.337163","-403.168","0.086","-381.015","0.048","2459228.978094","0.0021590327","1.197995927968","0.000008598732","1.0134493441247","0.47586006","1.057228","0.117395","973.26891355222","108.11865","1.121726152238","1.5192634","58.260459221659","704.63340051937","14.037585","27.3644","0.0376","3332","63","4.91528","0.142281","0.35452899336815","0.0107089","","","0.33944","0.0203209","7,34","GJ 3473 b","2019-03-14","2021-12-01","2021-12-07"
"231728511","864.01","","2","4","4","2","3","4","4","11.8","13.4","9","0","3","PC","PC","11.4966","0.007","1","spoc","SPOC","81.443395","-51.357031","-123.361","0.056","5.104","0.06","2458411.150416","0.00032253636","0.52067303016476","0.000007446708","0.5027101284074","0.148786","1.077139","0.084598","991.58978254277","77.914734","1.3447210582205","0.650956","241.8889815025","1005.8281153324","13.724211","38.0915","0.0463","3460","","4.438","","0.39860999584198","0.0120441","","","0.38991","0.0203907","4,5,6,27,31,32,33","bad transit shaped; potential SV","2019-07-12","2021-07-14","2021-10-29"
"28900646","1685.01","","1","5","5","1","4","4","4","13.6","13.3","8","4","11","PC","CP","11.1117","0.007","1","spoc","SPOC","68.593953","43.03704","37.818","0.096","-86.912","0.059","2458816.225016","0.001501875","0.66917441135639","0.00007292768","0.91260311104374","0.51505464","1.084466","0.132082","998.33099324997","121.64425","1.4686365353112","2.622648","204.67902189372","964.6906800636","9.813819","37.6153","0.07265","3457","157","4.7705","0.00663534","0.462408","0.013731","","","0.459708","0.0202729","19","potential L1 candidate","2020-01-30","2020-01-25","2022-01-12"
"235683377","1442.01","","2","4","4","2","4","4","4","10.4","13","9","0","3","PC","CP","12.4934","0.007","1","spoc","SPOC","287.292101","74.174276","82.064","0.065","462.813","0.066","2458683.450582","0.00028484027","0.40907171046183","0.0000036545155","0.6027386413171","0.14448307","1.465851","0.082466","1349.1872739903","75.95146","1.1726725254066","0.5622316","207.02177909202","967.43937364493","25.66266","41.1659","0.06165","3328","157","4.91612","0.00465389","0.308799","0.00922995","","","0.286682","0.0201815","14,15,16,17,18,19,20,21,22,23,24,25,26","Under investigation by TFOP; USP","2019-11-14","2020-09-14","2022-01-19"
"377293776","1450.01","","2","4","2","2","4","4","4","5.1","12.8","2","3","8","PC","PC","10.0306","0.007","1","spoc","SPOC","286.854063","59.086625","69.923","0.055","160.881","0.055","2458685.345871","0.0005653624","2.0438819923035","0.000008335305","0.94713205053824","0.30147508","0.548101","0.044226","504.69230176058","40.73298","1.0694818579382","1.5458221","44.95056568513","660.39464035526","19.452135","22.4467","0.01315","3407","157","4.7606","0.00697081","0.473603","0.0139457","","","0.471371","0.0201897","14,15,16,17,19,20,21,22,23,24,25,26","potential L1 candidate; check nearby","2019-11-14","2020-09-11","2021-10-29"
"243185500","1468.02","","3","4","4","3","4","4","4","7.2","12.8","20","6","7","PC","PC","10.8858","0.008","2","spoc-s42-b0A","SPOC","16.653872","19.224919","-41.465","0.227","-222.697","0.103","2459448.306241","0.0021833961","1.8804837339203","0.00029007767","1.2173584280523","0.48556283","1.382127","0.152261","1272.1762425014","140.22809","1.3537815928239","1.1838117","35.729261152237","623.556424959","9.9188","24.7399","0.0468","3382","157","4.85532","0.00108728","0.36930599808693","0.010922","","","0.356472","0.020177","17,42","TOI 1468.02; potential multi","2019-12-05","2022-01-18","2022-01-26"
"408416746","4324.01","","2","4","2","2","4","4","4","2.2","12.4","2","2","5","PC","PC","9.75311","0.008","1","spoc","SPOC","145.646473","-19.235699","-474.872","0.108","-217.949","0.111","2458518.995425","0.0015390672","6.2509989655168","0.00002409182","1.1932357418269","0.22356923","0.868676","0.10437","799.76013979575","96.12339","1.3119877111596","0.19412069","8.7623126201639","438.8078977764","8.616135","17.038","0.0178","3479","157","4.8309","0.00325853","0.39539700746536","0.0119085","","","0.386274","0.0203574","8,35","potential L1 planet; low SNR","2021-07-27","2021-07-26","2021-12-19"
"336961891","4642.01","","2","4","4","2","1","4","4","2.4","12.4","8","0","0","PC","PC","11.9847","0.008","1","spoc","SPOC","30.884661","6.81587","92.162","0.119","-122.045","0.099","2459449.129554","0.0024413865","3.6022377377783","0.0003134855","1.0325520008965","0.5174124","2.42388","0.324842","2229.9856882238","299.14587","1.1671855452263","1.038172","7.9279120720224","427.96618540398","7.1671104","23.651","0.0297","3266","157","4.99716","0.0148263","0.24209100008011","0.00739339","","","0.21235","0.0201627","42,43","low SNR","2021-11-19","2021-11-18","2022-01-10"
"2760710","227.01","","3","5","5","3","3","4","4","0","12.1","0","1","2","PC","PC","13.8409","0.008","1","spoc","SPOC","356.527357","-16.691464","-76.094","0.107","-49.799","0.1","2458364.102069","0.002061","","","1.51","0","33.518483","0","30400","0","2.432614","","0.29099818739287","187.32352452673","11.973635","52.3436","0.23985","2808","80","5.20628","0.340459","0.128","0.019","","","0.211546","0.0201846","2","The second event is not real. single transit (no period).","2018-11-16","2018-11-16","2021-10-29"
"353475866","1693.01","","2","4","2","2","4","4","4","8.1","11.9","5","4","4","PC","PC","10.6714","0.007","1","spoc","SPOC","90.308345","34.77309","-22.762","0.084","-17.765","0.069","2458817.683149","0.002249117","1.7668810153269","0.00029461313","1.3017483508103","0.6433984","1.092627","0.133519","1005.8407495868","122.96791","1.4785469370638","2.1842883","57.012675720036","700.82987313112","9.257097","30.7947","0.0391","3474","157","4.77152","0.00661752","0.46126","0.0137244","","","0.4585","0.020293","19","centroid offset; check nearby stars","2020-01-30","2020-01-25","2021-10-29"
"259377017","270.03","","1","5","5","1","4","4","4","3.9","11.9","38","4","4","CP","CP","10.4981","0.007","3","spoc","SPOC","68.41608","-51.957394","82.944","0.05","-269.755","0.051","2458383.733214","0.00070846354","3.3601377067763","0.000008606677","1.4132449716995","0.30529118","1.056891","0.063829","972.95893628126","58.786633","1.1843718271195","0.737667","19.926122608986","538.85938254836","18.003332","22.4793","0.01355","3551","74","4.83982","0.382963","0.37435799837112","0.0114957","","","0.362274","0.020491","3,4,5,30,32","TOI-270 b / TOI 270.03","2019-05-17","2021-10-14","2021-10-29"
"459837008","2267.01","","2","4","2","2","3","4","4","2.4","11.5","2","0","4","PC","PC","12.2591","0.007","1","spoc","SPOC","65.061496","84.900824","192.45","2","-218.94","2","2458816.154418","0.0010286359","3.4949586576262","0.00003444168","0.88017171159854","0.41327006","2.638361","0.305618","2427.0701726042","281.44492","1.2058863138982","1.1111966","6.0696923789696","400.32380858098","8.075645","","","3022","157","4.99625","0.013126","0.242745","0.00799628","","","0.21305","0.0204176","19,20,25,26","odd transit may be affected by flare; minor centroid for s26","2020-09-30","2020-09-30","2021-10-29"
"55650590","206.01","","1","5","5","1","3","4","4","7.3","11.2","6","0","3","PC","PC","12.4312","0.008","1","spoc","UNKNOWN","73.73822","-62.521874","105.973","0.074","111.015","0.083","2458325.543666","0.00029881854","0.73630952236645","0.0000049150412","0.68943849565452","0.06280853","1.383503","0.082078","1273.4421378604","75.5935","1.4706957707182","0.105002075","117.75895558324","840.17206179826","26.83226","47.7465","0.10975","3358","","4.438","","0.35167598724365","0.0105659","","","0.336144","0.0202765","1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39","potential L1 planet; 2 stars in pixel; slight depth aperture in QLP","2019-05-17","2021-11-09","2021-11-13"
"321688498","2290.01","","1","4","1","1","4","4","4","11.9","11","6","4","6","PC","PC","11.1079","0.007","1","spoc","SPOC","321.599582","68.640531","-7.312","0.043","40.732","0.043","2458764.988741","0.00074551755","0.38623045750261","0.000007548451","0.90943274405454","0.29492638","0.652579","0.066068","600.86642879334","60.848583","1.4858814649849","1.0111127","873.59054978872","1386.585746095","9.54661","58.0924","0.0729","3863","157","4.67991","0.0101502","0.566304","0.0169066","","","0.559686","0.0203382","17,18,24,25","low SNR; potential secondary near 0.5 phase","2020-09-30","2020-09-30","2021-10-29"
"44898913","4306.01","","2","4","4","2","1","4","4","2","10.7","10","1","0","PC","PC","14.2683","0.008","1","spoc","SPOC","64.13091","-28.315791","218.534","0.096","-251.131","0.117","2458413.191882","0.0010724914","2.7299048854389","0.0000119619135","0.8257288469128","0.3995385","8.09465","1.089824","7427.7249663962","1003.2614","1.3513606340693","0.77290535","4.0669767500157","362.19101463574","8.324998","32.4298","0.07005","2887","157","5.15917","0.0427824","0.15549799799919","0.00468671","","","0.127219","0.0200353","4,5,31,32","potential stellar variability; low SNR","2021-07-19","2021-07-19","2021-11-12"
"224298134","2079.01","","1","4","1","2","4","4","4","6.9","9.9","5","2","5","PC","PC","10.8515","0.007","1","spoc","SPOC","185.338193","57.752364","-149.355","0.043","-24.012","0.042","2458711.95933","0.0013024919","1.4923544818404","0.000020001682","1.2112182301173","0.47917265","0.859662","0.113676","791.46464583409","104.69443","1.3952038985245","1.465347","84.670511196285","773.66472363496","7.9131975","37.066","0.04375","3577","157","4.75448","0.00718462","0.480553","0.0140953","","","0.47851","0.0201508","15,22","bad transit shape (has a ramp); possibly stellar variability","2020-07-15","2020-07-15","2021-10-29"
"318022259","1730.02","","2","4","4","2","4","4","4","6.1","9.6","15","4","6","PC","PC","10.3595","0.007","2","spoc","SPOC","107.865826","48.327933","-93.076","0.091","-570.552","0.082","2458844.579827","0.0028890118","2.1556691816279","0.00045426632","1.6150330474863","0.74608797","0.757391","0.093671","697.33927880024","86.27076","1.4406842556942","2.0436049","67.44940364705","730.91063004766","7.770726","35.6917","0.0833","3691","157","4.70931","0.00914374","0.532243","0.0158087","","","0.529004","0.0202865","20","second candidate in the system","2020-02-19","2020-02-19","2021-11-17"
"362249359","833.01","","2","4","2","2","3","4","4","8.3","9.6","4","2","3","PC","PC","10.1461","0.007","1","spoc","UNKNOWN","145.645472","-62.475886","-157.239","0.045","79.715","0.044","2458544.121488","0.0008568276","1.041882004832","0.000009080665","1.2774604610992","0.24077131","0.514586","0.039677","473.83887026844","36.54323","1.3126932616921","1.409723","270.07059258791","1028.4740388208","11.740244","41.7148","0.0418","3965","72","4.68337","0.067569","0.60333597660065","0.0177147","","","0.590802","0.0201601","9,10,11,36","L1 candidate","2019-06-17","2021-07-06","2021-10-29"
"12421862","198.01","","1","4","1","4","4","1","4","1.9","9.5","5","7","8","PC","PC","9.92801","0.007","1","spoc","QLP","2.271509","-27.121745","692.255","0.105","90.142","0.066","2458356.3672","0.001527935","10.215016792666","0.00005243623","1.9683065535731","0.38846454","1.079877","0.094225","994.10890450098","86.780266","1.4777754128763","0.58433956","7.4195033952489","420.93346955177","11.117827","23.7262","0.02655","3763","65","4.83739","0.119367","0.44733598828316","0.0133167","","","0.4437","0.0202915","2,29","period updated to half alerted period (~10.2 days) from spoc-s01-s36 multisector","2018-11-03","2021-07-15","2021-10-29"
"118327550","244.01","","2","4","4","4","3","2","4","1.9","8.8","5","4","5","PC","PC","10.3475","0.007","1","spoc","UNKNOWN","10.569754","-36.717974","-155.186","0.103","45.445","0.081","2458357.364692","0.0012410536","7.3971935435773","0.000023816929","1.1521779345197","0.5290699","1.103947","0.125993","1016.255947322","116.03725","1.3122342941986","1.8106523","6.674421614118","409.94270154291","10.986659","22.0337","0.03335","3342","","4.438","","0.40710300207138","0.0124724","","","0.399476","0.0205326","2,29","TFOP work in progress.","2018-11-29","2021-07-01","2021-10-29"
"62301521","4341.01","","5","5","5","5","5","5","5","0","8.8","0","0","0","PC","FA","13.7827","0.008","1","spoc","SPOC","291.534894","-43.187188","-157.84","0.149","-1098.04","0.116","2458661.048552","0.009240395","18.404333414375","0.012458659","7.8793309534876","0.83414465","9.964011","1.179399","9135.2110161914","1085.6766","1.2834432739384","0.16381204","0.26386934264795","182.79612426021","7.571882","23.7607","0.049","2891","157","5.22041","0.0557763","0.13337600231171","0.00396582","","","0.10777","0.0200166","13,27","even transit looks better than odd; low SNR","2021-07-28","2021-07-28","2021-10-29"
"243313296","2278.01","","2","4","4","2","2","4","4","2.8","8.7","5","0","4","PC","PC","12.4199","0.007","1","spoc","SPOC","289.513338","56.236779","80.032","0.079","169.126","0.074","2458684.675497","0.0016848312","1.4663458910938","0.00002160678","0.9822467142989","0.30591398","0.991035","0.1551","912.36078495354","142.84213","1.1269428924743","0.28122002","43.920337047718","656.57775648568","7.1108174","43.5829","0.06555","3412","157","4.9014","0.00283365","0.322738","0.00977105","","","0.302712","0.0202798","14,15,16,20,23,26","Crowded field; SG1 needs to clear the neighbors; faint target; low SNR","2020-09-30","2020-09-30","2021-10-29"
"44313455","2142.01","","1","4","1","2","4","4","4","1.4","8.4","1","1","7","PC","PC","11.0768","0.007","1","spoc","SPOC","267.046624","15.980109","-55.022","0.096","106.407","0.083","2459014.833131","0.004227723","9.3017373916284","0.0031738656","2.2244093578791","0.847612","1.727182","0.256227","1589.5286688283","235.9659","1.4608214121362","1.3664807","4.6270617039061","374.06413670229","7.4699674","27.7525","0.0387","3472","157","4.86042","0.000786928","0.363966","0.0108484","","","0.350325","0.0202325","26","Centroid offset; low SNR; SG1 needs to clear the neighbors","2020-08-07","2020-08-07","2021-10-29"
"313889049","4349.01","","2","4","2","2","4","4","4","0","8.4","0","0","2","PC","PC","11.7463","0.006","1","spoc","SPOC","0.129574","-26.231082","278.218","0.073","105.663","0.055","2458355.68965","0.005415323","749.16052309336","0.00804294","4.9894210633253","0.7835969","1.902769","0.20605","1750.9801690844","189.76117","2.343895973601","0.9431504","0.033452048041182","109.07505170291","8.911839","72.4603","0.2199","3851","125.312","4.71539","0.135062","0.55816900730133","0.0637437","","","0.59","0.0834059","2,29","two transits; actual period likely shorter than 749.2 days; another star in the pixel","2021-07-28","2021-07-28","2021-10-29"
"260004324","704.01","TIC 260004324.01","1","5","5","1","4","4","4","2.5","8.4","5","2","3","CP","CP","10.1428","0.007","1","spoc","UNKNOWN","91.089986","-55.311538","681.726","0.05","342.132","0.059","2459319.128775","0.002441","3.8142973234592","0.000007264952","1.4130959329946","0.27407005","0.497864","0.028222","458.44476618896","25.993467","1.0973554772809","0.88555473","26.371221250771","577.96602560348","21.785051","29.8424","0.0239","3625","69","4.7833","0.060185","0.50406801700592","0.0149315","","","0.502062","0.0202567","1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36","LHS 1815 b","2019-04-30","2021-10-07","2021-10-29"
"142748283","2096.01","","2","4","4","2","4","4","4","2.2","7.4","4","0","3","PC","PC","13.4764","0.007","1","spoc","SPOC","151.618699","74.827211","-26.044","0.076","-75.114","0.094","2458684.832891","0.0027647682","3.1190354235141","0.00006345055","1.2715705472899","0.5492139","3.480942","0.543293","3200.9318906078","500.2663","1.4719852463407","0.7030925","10.084742851563","454.50216546249","7.65316","48.4809","0.098","3285","157","4.98992","0.014318","0.247331","0.00734744","","","0.217977","0.0200839","14,20,21","potential L1 candidate in potential multi-planet system; low snr","2020-07-15","2020-07-15","2021-10-29"
