This file was produced by the Exoplanet Follow-up Observing Program website (exofop.ipac.caltech.edu) on Fri Jan 28 03:45:42 2022
Filter Values: stellar_teff lessThan 4000; planet_radius lessThan 5; tfopwg_disposition notContains FP

"TIC ID","TOI","CTOI","Master priority","SG1A priority","SG1B priority","SG2 priority","SG3 priority","SG4 priority","SG5 priority","ACWG ESM","ACWG TSM","Time Series Observations","Spectroscopy Observations","Imaging Observations","TESS Disposition","TFOPWG Disposition","TESS mag","TESS mag error","Pipeline Signal ID","Source","Detection","RA (deg)","Dec (deg)","PM RA (mas/yr)","PM RA error","PM Dec (mas/yr)","PM Dec error","Transit Epoch (BJD)","Transit Epoch error","Period (days)","Period error","Duration (hours)","Duration error","Depth (mmag)","Depth (mmag) error","Depth (ppm)","Depth (ppm) error","Planet Radius (R_Earth)","Planet Radius error","Planet Insolation (Earth flux)","Planet Eq Temp (K)","Planet SNR","Stellar Distance (pc)","Stellar Distance error","Stellar Teff (K)","Stellar Teff error","Stellar log(g) (cm/s2)","Stellar log(g) error","Stellar Radius (R_Sun)","Stellar Radius error","Stellar Metallicity","Stellar Metallicity error","Stellar Mass (M_Sun)","Stellar Mass error","Sectors","Comments","Date TOI Alerted (by TESS Project)","Date TOI Updated (by TESS Project)","Date Modified (by ExoFOP-TESS)"
"203214081","5097.01","","5","5","5","5","5","5","5","3.7","94.7","0","0","0","KP","KP","11.5219","0.007","1","qlp-s46-ffi","SPOC/QLP","134.718851","21.074796","175.512","0.103","-318.469","0.067","2459572.278024","0.0015298","5.7459945","0.0000061","1.185","0.127","3.970187","0.000071","3650","0.0651263","2.06081","0.0618536","3.99828","393","21","27.9276","0.04505","3413","157","4.91","","0.32","0.01","","","0.294283","0.0201546","44,45,46","G 9-40 b","2022-01-06","2022-01-24","2022-01-26"
"289895191","3583.01","","3","4","3","3","2","4","4","30","93.6","2","0","1","PC","PC","12.066","0.007","1","qlp","QLP","315.8822","48.687895","-4.513","2.324","1.772","2.324","2458759.506912","0.0030787","5.2464348","0.0007072","5.158","0.478","8.392522","0.006779","7700","6.24333","","","352.377","1207","29","","","3882","201","","","","","","","","","15,16","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"470381900","1696.01","","1","4","4","1","4","4","4","8.7","90.3","4","1","8","PC","PC","13.9664","0.007","1","spoc","SPOC","65.280648","48.819831","12.93","0.127","-19.178","0.078","2458816.697706","0.0027523146","2.500714746559","0.000511482","0.98459920085071","0.44097477","12.022976","1.704641","11012.483892791","1568.8007","2.9689675066529","1.348479","13.806706324987","491.63440931568","7.6407685","64.9172","0.35625","3181","157","4.94798","0.00806131","0.280475","0.00857285","","","0.254505","0.0202442","19","centroid offset relative to oot centroid position; no offset relative to TIC position; check nearby stars","2020-01-30","2020-01-25","2021-10-29"
"22233480","4438.01","","1","4","1","1","2","4","4","3.7","90.3","1","0","2","PC","PC","11.2695","0.007","1","spoc","SPOC","270.317239","35.594899","29.109","0.043","-571.47","0.049","2459396.413132","0.0014557049","7.4447733173135","0.0007480411","1.9537850040579","0.21382351","4.110269","0.204892","3778.5411683456","188.69453","2.3349853846284","0.40710512","5.6301538456197","392.87085782079","14.237529","30.0346","0.0233","3353","157","4.84911","0.00161128","0.37585899233818","0.0111301","","","0.363996","0.0201927","40","potential L1 planet","2021-09-09","2021-09-09","2021-12-19"
"202185707","4325.01","","2","4","2","2","3","4","4","13","90","5","1","5","PC","PC","11.8206","0.007","1","spoc","SPOC","101.848588","6.128717","74.438","0.126","-169.751","0.11","2458469.368876","0.0007408795","1.6500673350986","0.000012731499","0.91986787096352","0.27313098","2.945833","0.359868","2709.534957568","331.39545","2.3990077840239","1.2909414","60.779052926319","712.12827820355","10.393739","51.0354","0.20495","3896","147","4.70541","0.396179","0.45404899120331","0.0138638","","","0.450871","0.0205581","6,33","underlying SV at a much shorter period; signal could be linked to that","2021-07-27","2021-07-26","2021-10-29"
"458419328","3785.01","","3","4","3","3","1","4","4","13.3","89.4","1","0","0","PC","PC","12.4963","0.007","1","qlp","QLP","130.900226","63.078077","-42.903","0.04","-17.033","0.049","2458861.489632","0.0011995","4.6733703","0.0006418","1.619","0.18","10.013089","0.010543","9180","9.71041","4.92584","0.225268","11.8688","517","24","79.7634","0.22365","3502","157","4.74","0.01","0.5","0.01","","","0.496104","0.0203333","20","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"150424946","3411.01","","3","4","3","3","1","4","4","37.5","88.8","0","0","0","PC","PC","13.1428","0.013","1","qlp","QLP","117.401918","-34.451103","-4.183","0.026","4.462","0.028","2459242.489293","0.0023895","7.0628019","0.0000255","4.385","0.193","14.74627","0.003854","13490","3.54995","","","","","31","1531.6","39.35","","","","","","","","","","","7,8,34","found in faint-star QLP search","2021-06-16","2021-06-16","2021-10-29"
"220479565","269.01","","3","5","5","3","4","4","4","7.7","88.5","5","1","1","CP","CP","12.2958","0.007","1","spoc","UNKNOWN","75.846283","-54.177721","26.472","0.043","-120.75","0.043","2458381.844983","0.00027585324","3.6977237524525","0.0000032849766","0.91881296852475","0.062615156","5.101882","0.146553","4687.9839101346","134.97098","2.9168879597677","0.19028631","19.194373852408","533.84261216823","36.271687","57.0225","0.07565","3607","","4.438","","0.39792400598526","0.011947","","","0.389135","0.0203323","3,4,5,6,10,13,30,31,32,33,36","TOI-269 b","2019-05-17","2021-07-15","2022-01-12"
"390444761","3035.01","","3","4","3","3","1","4","4","27.7","87.4","0","0","0","PC","PC","13.156","0.017","1","qlp","QLP","160.76911","-63.878462","","","","","2458614.104381","0.0026066","5.2810004","0.0006679","2.447","0.429","16.453515","0.036061","15040","33.2125","","","","","18","606.208","","","","","","","","","","","","10,11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-10-29"
"166184428","4336.01","","1","4","1","1","1","4","4","1.1","87.1","2","1","0","PC","PC","11.0196","0.007","1","spoc","SPOC","206.107013","-40.337351","151.518","0.102","69.023","0.135","2459335.572603","0.0017441779","16.336029951413","0.0025027962","1.9857452174108","0.3233367","4.492848","0.337847","4129.5159433119","311.12048","2.1112389840183","0.5501385","1.6933452234895","290.94180330199","14.169919","22.5455","0.03825","3365","157","4.89744","0.00242422","0.32656800746918","0.00988657","","","0.30713","0.0202867","38","potential L1 candidate; check nearby stars","2021-07-28","2021-07-28","2021-10-29"
"307888842","3215.01","","3","4","3","3","1","4","4","35.7","86.9","0","0","0","PC","PC","12.9273","0.009","1","qlp","QLP","180.050068","-61.656157","-10.035","2.898","13.157","2.898","2458622.190272","0.0045874","1.2011849","0.000203","1.506","0.309","6.217321","0.031974","5710","29.4486","","","","","10","868.982","","","","","","","","","","","","10,11","found in faint-star QLP search","2021-06-04","2021-06-04","2021-10-29"
"406941612","912.01","","1","4","1","1","3","4","4","4.4","86.1","7","1","3","PC","PC","10.4904","0.007","1","qlp","UNKNOWN","229.328567","-80.473345","-450.955","0.04","-93.819","0.042","2459386.254252","0.0014867","4.6780703","0.0000133","1.491","0.274","1.521096","0.001573","1400","1.44866","1.81115","0.0783124","13.6654","535","32","26.1072","0.01665","3566","66","4.83519","0.370781","0.43","0.01","","","0.421006","0.0203416","12,13,39","Potentially small planet (2.22 Re)","2019-07-22","2021-08-24","2021-10-29"
"10974783","4020.01","","5","5","5","5","5","5","5","24.3","85.5","0","0","0","PC","FA","11.852","0.201","1","qlp","QLP","29.423058","63.904389","","","","","2459005.312333","0.0020905","3.2175308","0.0000574","3.287","0.957","5.420475","0.016284","4980","14.9984","","","","","29","1245.57","","","","","","","","","","","","18,24,25","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"299798795","1224.01","","1","4","1","1","3","4","4","5.5","85.1","9","0","1","PC","PC","11.556","0.008","1","spoc","UNKNOWN","37.197836","-80.899105","159.883","0.072","27.053","0.066","2459363.916519","0.0019433626","4.1782902462864","0.000010281352","1.7271244492816","0.11982446","2.857267","0.214577","2628.180882222","197.61275","2.2306586847379","0.18668035","13.929419303879","492.72318964664","12.366275","37.3312","0.06","3442","64","4.893","0.382128","0.40440300107002","0.0120014","","","0.396442","0.020234","1,13,27,28,39","There are other transit like events in the lightcurve; there may be another planet or the period could be wrong","2019-08-26","2021-09-24","2021-10-29"
"395514100","3137.01","","3","4","3","3","3","4","4","62.9","84.8","1","0","1","PC","PC","11.528","0.078","1","qlp","QLP","207.680537","-77.302536","","","","","2458652.206692","0.0012346","1.8826756","0.0000695","2.577","0.157","8.19559","0.003361","7520","3.09555","","","","","50","","","","","","","","","","","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-10-29"
"27244707","3759.01","","5","5","5","5","5","5","5","26.1","84.4","0","0","0","PC","FA","12.816","0.019","1","qlp","QLP","65.615413","46.536013","-17.959","2.183","-9.363","2.182","2458838.180194","0.0055464","1.6882863","0.0008722","2.636","0.329","5.649644","0.014345","5190","13.212","","","","","10","420.132","","","","","","","","","","","","19","low SNR; found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"437259571","2973.01","","3","4","3","3","1","4","4","28.6","83.8","0","0","0","PC","PC","13.113","0.018","1","qlp","QLP","170.187631","-20.785861","-15.302","2.133","17.097","2.131","2458563.638612","0.0025002","2.7519326","0.0007183","2.411","0.734","11.131376","0.126643","10200","116.636","","","","","20","508.705","","","","","","","","","","","","9","found in faint-star QLP search","2021-06-04","2021-06-04","2021-10-29"
"387330895","4033.01","","3","4","3","3","1","4","4","31.2","82.9","0","0","0","PC","PC","13.2787","0.01","1","qlp","QLP","310.100457","67.533801","-1.142","2.175","-5.368","2.177","2459008.690199","0.0012414","3.6143478","0.0000227","1.941","0.25","13.712215","0.165663","12550","152.57","","","","","38","","","","","","","","","","","","","15,16,17,18,24,25","V-shaped; found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"336128819","2136.01","","2","4","4","2","4","4","4","2.9","82.7","7","0","5","PC","PC","11.7371","0.007","1","spoc","SPOC","281.176343","36.563132","-33.8","0.103","177.358","0.112","2459017.704899","0.0021297077","7.8517063775858","0.001571155","1.6083690976253","0.39883855","4.423153","0.452088","4065.5874077543","416.30176","2.2070977293268","0.8677369","4.8906364077642","379.28100554936","10.442177","33.3631","0.06425","3384","157","4.87998","0.000834811","0.34388","0.0103308","","","0.327134","0.0202642","26","SG1 should clear the neighbors","2020-08-07","2020-08-07","2021-12-13"
"408636441","1759.01","TIC 408636441.01","1","4","4","1","4","4","4","3.8","82.1","5","15","3","PC","PC","9.92838","0.007","1","spoc","SPOC","326.851662","62.753816","-173.47","0.056","-10.46","0.048","2458745.465745","0.0011508107","18.8481","0.00031668574","3.4932417479389","0.17449944","2.985537","0.095598","2746.0036419344","88.04547","3.2799293191099","0.38140535","2.4858720610691","320.25022452067","29.597437","40.0654","0.0423","3960","157","4.62853","0.0112399","0.627046","0.0185078","","","0.609617","0.0202124","16,17,24","Period could be half; SG1/2 found period is 18.8481 days","2020-02-27","2020-09-15","2021-10-29"
"318022259","1730.01","","2","4","4","2","4","4","4","6","81.7","15","4","6","PC","PC","10.3595","0.007","1","spoc","SPOC","107.865826","48.327933","-93.076","0.091","-570.552","0.082","2458844.381227","0.0019939574","6.2222358229339","0.0011418343","2.2624727842047","0.4712796","2.006912","0.159214","1846.7268267179","146.63045","2.2991275785377","1.1442627","16.411904290203","513.3451857385","13.8666525","35.6917","0.0833","3691","157","4.70931","0.00914374","0.532243","0.0158087","","","0.529004","0.0202865","20","odd-even difference but three transit events might be due to  two different planets one at 12.4 days and the other at longer period","2020-02-19","2020-02-19","2021-11-17"
"153078576","2407.01","","1","4","1","1","3","4","4","13.4","81.7","3","0","1","PC","PC","12.5264","0.007","1","spoc","SPOC","49.746545","-46.458025","10.824","0.043","-98.214","0.046","2459116.620626","0.0010952285","2.7029186753149","0.00010224027","1.6998642070333","0.16553378","5.587085","0.213427","5132.6782834207","196.55464","3.7942391523434","0.52653366","44.059224243625","657.09620825081","20.76344","92.4366","0.20565","3596","157","4.71597","0.00895826","0.52457302808762","0.0156219","","","0.52181","0.0203147","3,4,30,31","possible odd-even likely due to transit at end of 1st orbit","2020-11-24","2021-10-04","2021-10-29"
"35009898","654.01","","1","4","4","1","4","4","4","11.6","81.7","10","5","14","PC","PC","12.2255","0.007","1","spoc","UNKNOWN","164.724551","-5.547545","99.174","0.097","-266.107","0.069","2459281.246305","0.0022043418","1.5275685952124","0.0000062949175","1.1699141124146","0.23043709","3.112926","0.204724","2863.0044181186","188.53958","2.3605390299615","0.6878685","59.366703756875","707.95472326301","15.81875","57.7553","0.18245","3433","86","4.89676","0.432223","0.42795300483704","0.0127854","","","0.422643","0.0203147","9,36","","2019-05-07","2021-11-10","2021-11-11"
"89510024","1160.01","","3","4","3","3","4","4","4","29","81.5","0","1","3","PC","PC","9.577","1","1","qlp","QLP","301.317709","30.67067","-3.195","0.177","-6.194","0.215","2458683.7372","0.00731","2.36549","0.00136","1.772","0.596","0.532141","0.004232","490","3.89795","","","","","13","2320.13","719.26","","","","","","","","","","","14","","2019-09-03","2020-05-20","2021-12-21"
"165827520","3494.01","","1","4","1","2","3","4","4","2.4","81.1","5","0","1","PC","PC","12.295","0.007","1","spoc","SPOC","204.391966","-37.183458","-206.489","0.127","-16.674","0.154","2459310.020628","0.0020447692","7.7507938515904","0.001606134","1.4457234179741","0.34710684","5.925147","0.596806","5442.3986675878","549.528","2.3091908084641","0.7017046","3.6230871892395","351.87583754779","10.005842","33.7173","0.08385","3230","157","4.91717","0.00480017","0.30782100558281","0.00918622","","","0.285561","0.0201715","37","potential L1 candidate","2021-06-21","2021-06-21","2021-10-29"
"648958344","4073.01","","3","4","3","3","1","4","4","8.9","80.9","0","0","0","PC","PC","11.7332","0.015","1","qlp","QLP","46.566185","70.214692","-43.298","0.627","-79.102","0.83","2459004.435589","0.0044744","2.3079651","0.0000663","2.064","0.359","1.792944","0.00513","1650","4.72511","","","","","9","59.7061","2.22575","","","","","","","","","","","18,25","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"72097808","4740.01","","3","4","3","3","1","4","4","18.3","80.7","0","1","0","PC","PC","11.572","0.018","1","qlp-s33-faintsearch","QLP","92.373395","-6.061524","","","","","2459226.154086","0.0014336","5.7728793","0.0005881","3.883","0.296","7.517545","0.002506","6900","2.30808","","","","","41","633.036","","","","","","","","","","","","33","found in faint-star QLP search; no stellar radius; Rp may be too large if host star is evolved","2021-12-21","2021-12-20","2021-12-23"
"430528566","1393.01","","3","5","5","3","4","4","4","28.3","79.9","1","1","6","PC","PC","10.1993","0.006","1","qlp","QLP","333.171245","52.900886","2.078","0.05","-17.708","0.049","2458738.74737","0.00133","0.55909","0.00003","0.955","0.258","1.075411","0.009284","990","8.55091","","","","","16","248.79","2.1445","","","","","","","","","1.338","","16,17","Rs 1.2 from Gaia","2019-10-30","2021-04-20","2021-10-29"
"150428135","700.01","","2","4","4","2","4","4","4","1.4","79.9","13","2","3","CP","CP","10.9102","0.007","1","spoc","SPOC","97.095717","-65.578615","-102.75","0.051","161.805","0.06","2459303.157062","0.001218","16.051140800226","0.000020379823","1.3685026594309","0.06198742","3.061728","0.096438","2815.9829216277","88.81887","2.5737771179848","0.11021969","2.7275552490106","327.76542457754","30.250315","31.1265","0.0206","3482","","4.438","","0.41945698857307","0.0125728","","","0.413261","0.0203393","1,3,4,5,6,7,8,9,10,11,13,27,28,30,31,33,34,35,36","TOI-700 c / TOI-700.01 ; epoch from qlp-s38-tois; all other parameters from spoc-s01-s36","2019-04-30","2021-11-12","2021-11-13"
"131730580","3367.01","","3","4","3","3","1","4","4","7.2","78.8","0","0","0","PC","PC","10.6973","0.024","1","qlp","QLP","147.793034","-49.410563","-5.553","0.226","2.362","0.237","2459301.91948","0.0045201","3.7493233","0.0000274","2.274","0.279","1.271055","0.002419","1170","2.22806","","","","","13","5366.25","1904.19","","","","","","","","","","","9,10,36","no stellar parameters","2021-06-15","2021-06-15","2021-10-29"
"78441371","2763.01","TIC 78441371.01","3","4","3","3","1","4","4","18.2","78.7","0","2","0","PC","PC","11.996","0.018","1","qlp","QLP","102.498007","-20.90678","12.007","1.147","9.564","1.15","2459221.156105","0.0011723","3.9980153","0.0000085","3.793","0.147","5.900696","0.001011","5420","0.931293","","","","","43","580.471","","","","","","","","","","","","6,7,33","no radius; found in faint-star QLP search; CTOI from Olmschenk et al. (2021)","2021-06-03","2021-06-03","2021-10-29"
"233831759","3614.01","","5","5","5","5","5","5","5","30.1","77.3","0","0","0","PC","FA","11.171","0.225","1","qlp","QLP","303.777678","59.676573","","","","","2458785.269757","0.0011755","2.9708603","0.0000545","3.122","0.138","4.373456","0.001015","4020","0.93478","","","","","40","","","","","","","","","","","","","14,15,16,17","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"39926974","4526.01","","5","5","5","5","5","5","5","8.7","76.7","0","0","0","KP","KP","13.3455","0.008","1","spoc","SPOC","335.623315","-7.956353","-254.655","0.136","-194.551","0.109","2459448.654225","0.0027132186","2.260265486962","0.0004324147","1.010349317846","0.44925383","6.675695","0.935719","6129.678826953","861.4576","2.7262373642969","1.4096905","21.303100065189","547.93677769907","7.13926","62.9969","0.31965","3236","157","4.88","","0.34102401137352","0.0103601","","","0.323833","0.0203379","42","K2-28 b","2021-10-21","2021-10-21","2021-10-29"
"292889298","3463.01","","3","4","3","3","1","4","4","30.2","76.6","0","0","0","PC","PC","13.5313","0.006","1","qlp","QLP","221.842017","-60.544822","0.342","3.531","-26.099","3.531","2458651.559857","0.0114978","2.2538878","0.0008573","3.664","0.592","8.119016","0.022828","7450","21.0249","","","","","9","","","","","","","","","","","","","11,12","found in faint-star QLP search","2021-06-16","2021-06-16","2021-10-29"
"315907220","3606.01","","3","4","4","3","1","4","4","20.3","76.5","1","0","0","PC","PC","12.6864","0.006","1","qlp","QLP","321.24506","57.666632","-3.988","2.173","-0.37","2.173","2458777.42713","0.0029599","9.3123063","0.0009019","4.42","0.663","14.515172","0.019299","13280","17.7748","","","39.7628","699","18","","","3979","137.3","","","","","","","","","15,16,17","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"384888319","4529.01","","1","4","1","1","3","4","4","4.2","75.6","2","2","1","PC","PC","10.1406","0.007","1","qlp","SPOC/QLP","16.968846","12.880955","276.136","0.09","-22.641","0.072","2459495.543564","0.0034016","5.8789642","0.000669","2.058","0.284","1.390633","0.00187","1280","1.72269","1.80477","0.0893594","15.3327","551","17","28.384","0.0411","3611","157","4.74","0.01","0.49","0.01","","","0.490854","0.0203761","42,43","potential L1 planet; strong centroid offset in QLP; SG1 should confirm on target","2021-10-21","2021-11-09","2021-11-29"
"235300016","2750.01","","3","4","3","3","1","4","4","49.6","75.5","0","1","0","PC","PC","11.8145","0.007","1","qlp","QLP","103.285033","10.65591","-6.313","0.837","1.316","0.836","2459223.251021","0.0008428","6.8204309","0.0000123","3.723","0.117","13.72321","0.002569","12560","2.36568","","","","","59","","","","","","","","","","","","","6,33","no radius; found in faint-star QLP search","2021-06-03","2021-06-03","2021-10-29"
"243185500","1468.01","","1","4","4","1","4","4","4","1.2","74.7","20","6","7","PC","PC","10.8858","0.008","1","spoc-s42-s43-b0A","SPOC","16.653872","19.224919","-41.465","0.227","-222.697","0.103","2459450.356025","0.0014795243","15.532425984423","0.0007931862","1.8040734503511","0.25415292","3.196161","0.18448","2939.44405213","169.89784","2.0218394671709","0.5099718","2.1399210622647","308.47444242053","16.461031","24.7399","0.0468","3382","157","4.85532","0.00108728","0.36930599808693","0.010922","","","0.356472","0.020177","17,42,43","possible multi","2019-12-05","2022-01-13","2022-01-26"
"232635922","1745.01","","2","4","2","2","4","4","4","2.2","74.7","0","0","7","PC","PC","12.7963","0.008","1","spoc","SPOC","281.13629","54.949899","-114.192","0.093","-49.263","0.097","2458683.923139","0.0039183176","5.9851150097658","0.00011797107","2.2322466862039","0.33702415","2.806948","0.290678","2581.9558422064","267.6886","3.663826347022","9.744002","13.818920502454","491.74310502317","8.869352","84.0287","0.3351","3759","157","4.80439","0.00478617","0.424468","0.0126086","","","0.418805","0.0202568","14,15,16,18,19,22,25,26","v-shaped; could be stellar variability","2020-02-27","2020-09-14","2021-10-29"
"73649615","756.01","","2","4","4","2","4","4","4","12.3","74.4","2","0","4","PC","PC","12.5554","0.007","1","spoc","UNKNOWN","192.103738","-45.470471","-216.372","0.066","29.209","0.066","2459308.00435","0.00259373","1.2393057112218","0.00022329709","1.180829946324","0.22936285","2.813428","0.293448","2587.9085889503","270.2395","2.8697160526196","0.3883008","111.04996735977","827.94094051548","9.846793","86.1759","0.31365","3614","64","4.81257","0.359456","0.50762802362442","0.0151246","-0.475514","0.0826626","0.505544","0.020319","10,37","","2019-06-05","2021-07-09","2021-10-29"
"440937096","4915.01","","3","4","3","3","1","4","4","9.7","74","0","0","0","PC","PC","11.7211","0.041","1","qlp-s37-faintsearch","QLP","144.840665","-55.29414","-7.607","0.05","5.045","0.048","2459327.60894","0.0025309","3.3362143","0.0000161","2.121","0.318","2.315085","0.004263","2130","3.92655","","","","","17","2147.14","136.93","","","","","","","","","","","9,10,36,37","found in faint-star QLP search; no stellar radius; Gaia DR2 Teff of ~8000K indicates Rp likely planetary","2021-12-21","2021-12-21","2021-12-23"
"219698776","1243.01","","2","4","2","2","4","4","4","5.3","73.9","8","2","6","PC","PC","11.1966","0.007","1","spoc","SPOC","135.732641","71.636416","-100.404","0.04","-142.946","0.048","2458684.879343","0.0011246635","4.6596724325108","0.000049874183","0.85673683517163","0.25623092","2.108474","0.204355","1940.0921066591","188.20049","2.360309956561","0.71842283","17.265635492118","519.89470174569","9.729906","43.1865","0.0613","3489","157","4.74553","0.00760071","0.490729","0.014421","","","0.488819","0.0201716","14,20","potential L1 candidate","2019-10-17","2020-11-15","2021-10-29"
"107018378","4556.01","","2","4","2","2","1","4","4","1.9","73.2","0","0","0","PC","PC","13.0454","0.007","1","spoc","SPOC","182.925066","-32.53258","-265.946","0.094","-282.684","0.072","2458570.934925","0.0020804948","3.7924220807153","0.000021155918","1.2308428753131","0.23922932","4.029282","0.67538","3704.2283636567","621.85425","1.5602623948554","0.21874163","6.9863349104746","414.65041063948","8.390083","36.6717","0.08675","3319","157","5.03236","0.0204889","0.21855300664902","0.00658607","","","0.187676","0.0200914","10,37","small planet around M dwarf; low SNR with some odd-even depth difference","2021-10-28","2021-10-27","2021-11-02"
"343628284","1448.01","","2","4","2","2","2","4","4","3","72.5","4","1","3","PC","PC","13.1717","0.007","1","spoc","SPOC","316.324003","57.771095","-15.721","0.074","-64.779","0.065","2458713.333728","0.0054878485","8.1136752505736","0.001414209","2.3459351074956","0.32590017","8.021663","1.082462","7360.9986535724","996.4872","3.7907075123125","0.42986625","5.3486079724268","387.86441923793","7.792361","73.3345","0.17285","3391","157","4.84373","0.0021442","0.381586","0.0113779","","","0.370553","0.0202547","15,16","There is scattered light which may have caused the centroid shift.","2019-11-14","2019-11-14","2021-10-29"
"394900138","3140.01","","3","4","3","3","1","4","4","46.9","72.1","0","0","0","PC","PC","13.0885","0.006","1","qlp","QLP","203.170833","-72.926273","-9.577","3.076","6.363","3.076","2458650.382862","0.0027051","3.0939154","0.0002891","3.087","0.321","10.791383","0.010379","9890","9.55899","","","","","27","1010.18","","","","","","","","","","","","11,12","found in faint-star QLP search","2021-06-04","2021-06-04","2021-10-29"
"238012337","3410.01","","3","4","3","3","3","4","4","19.9","72.1","0","0","1","PC","PC","11.581","0.02","1","qlp","QLP","102.595945","-48.534456","","","","","2459273.339931","0.0007271","3.9791023","0.0000052","4.47","0.142","4.351654","0.000217","4000","0.199611","","","","","41","","","","","","","","","","","","","6,7,8,33,34,35","found in faint-star QLP search","2021-06-16","2021-06-16","2021-10-29"
"237077180","3971.01","","3","4","3","3","1","4","4","24.9","71.9","0","0","0","PC","PC","13.4642","0.015","1","qlp","QLP","307.0945","61.93367","","","","","2458977.706845","0.0031463","3.2292901","0.0000579","2.393","0.345","9.925429","0.016869","9100","15.5372","","","","","17","","","","","","","","","","","","","15,17,24","found in faint-star QLP search","2021-06-23","2021-06-23","2021-10-29"
"467179528","1266.01","","1","5","5","1","4","4","4","2.8","71.6","8","3","7","PC","CP","11.0402","0.007","1","spoc","SPOC/QLP","197.996583","65.833697","-150.652","0.041","-25.368","0.039","2458691.004583","0.0016912076","10.895411898348","0.0023759834","2.110273","0.3182048","3.24867","0.242738","2987.663808","223.54489","2.411583","0.6564617","5.5133626246254","390.81739806835","19.032663","36.0118","0.0295","3618","157","4.79432","0.00537588","0.435666","0.0129388","","","0.431082","0.0202618","14,15","L1 candidate","2019-10-17","2019-10-17","2021-10-29"
"461136782","2970.01","","3","4","3","3","1","4","4","22.8","71.4","0","0","0","PC","PC","11.406","0.038","1","qlp","QLP","165.500672","-25.690599","1.564","1.455","-28.189","0.371","2459299.827995","0.0015775","4.420983","0.0000128","4.083","0.214","4.329852","0.001066","3980","0.981967","","","","","25","390.3626","50.5648","","","","","","","","","","","9,36","found in faint-star QLP search","2021-06-04","2021-11-10","2021-11-13"
"306996324","776.01","TIC 306996324.01","2","5","5","2","4","4","4","2.2","71.1","5","3","6","PC","CP","9.73597","0.007","1","spoc","QLP","178.577997","-37.553357","251.112","0.051","-145.059","0.034","2458572.604521","0.002197","15.655688","0.002991","2.778095","0.334098","1.612709","0.138127","1484.256974","127.21163","2.157097","0.623314","5.2891749933384","386.78242642453","11.388232","27.1701","0.03205","3806","66","4.73575","0.338566","0.545","0.079","","","0.52973","0.0202495","10","Likely EB; but the secondary could be the second event in .02.","2019-06-11","2019-06-11","2021-10-29"
"420112589","1452.01","","2","4","2","2","4","4","4","0.8","70.4","3","0","3","PC","PC","12.295","0.007","1","spoc","SPOC","290.173974","73.195108","7.83","0.077","-73.913","0.086","2458691.535149","0.0028156086","11.061966708417","0.00015041638","2.1367446520953","0.1437197","3.971716","0.335113","3651.4029666585","308.60278","2.0121525963585","0.14971483","2.0225091086768","304.1531867464","14.875162","30.5212","0.0391","3248","157","4.95407","0.00680159","0.275364","0.00934128","","","0.24878","0.0207334","14,15,16,17,19,20,21,22,23,24,25,26","Level 1 candidate; V-shaped; similarly bright star in pixel","2019-11-14","2020-09-11","2021-10-29"
"305048087","237.01","","1","5","5","1","4","4","4","1.7","69.9","9","1","0","PC","CP","13.4102","0.007","1","spoc","SPOC","353.243538","-29.416487","151.047","0.108","-333.194","0.156","2458355.24981","0.00261","5.433729","0.001053","1.172585","0.472631","7.113879","0.916284","6530.706532","843.5729","1.741587","0.971689","3.3240075393653","344.37788113522","7.68747","38.0749","0.22785","3139","98","5.04944","0.547167","0.214","0.049","","","0.180288","0.0201408","2","low MES.","2018-11-29","2018-11-29","2021-10-29"
"231702397","122.01","","2","5","5","2","4","3","4","3.8","69.8","11","1","1","CP","CP","13.084","0.007","1","spoc","UNKNOWN","332.948236","-58.946085","138.138","0.089","-235.81","0.076","2458329.120248","0.0009877153","5.0780254863843","0.000013443171","1.2414158027265","0.2258655","6.676477","0.506467","6130.3947231602","466.36487","2.70904209639","0.5059658","8.1743289932545","431.25364398362","11.881052","62.118","0.2158","3318","64","4.9581","0.407256","0.33412501215935","0.0100409","","","0.315858","0.0202514","1,27,28","TOI-122 b","2018-09-05","2021-12-01","2021-12-07"
"289164482","2274.01","","2","4","2","2","4","4","4","7.8","69.2","3","3","3","PC","PC","10.3543","0.007","1","spoc","SPOC","277.459311","40.541412","-14.919","0.044","88.063","0.043","2458685.359104","0.00106684","2.6797170191673","0.000018608795","0.91923181124246","0.39186928","1.00298","0.122206","923.35221477475","112.54986","2.0473000982675","1.693866","83.703632633287","771.44652328775","8.025263","48.876","0.05795","3943","157","4.62547","0.0112025","0.63072","0.0185106","","","0.612463","0.0201543","14,26","","2020-09-30","2020-09-30","2021-10-29"
